"SS"	"PromoterDistance"	"DistTerm"	"Distance"	"sameStrand"	"DownDistance"	"sameDownStrand"
"X_nematophila_RAND_457"	-16.2	-1000	659	0	0	0	0
"X_nematophila_RAND_468"	0	-249	1000	0	1	0	1
"X_nematophila_RAND_472"	-3.8	-57	1000	0	0	0	0
"X_nematophila_RAND_479"	-6.6	0	746	-88	1	0	0
"X_nematophila_RAND_487"	-1.4	-1000	1000	0	1	0	1
"X_nematophila_RAND_497"	-3.2	0	1000	0	0	0	0
"X_nematophila_RAND_500"	-17.1	-1000	332	0	1	0	1
"X_nematophila_RAND_501"	-65.4	0	0	0	0	0	0
"X_nematophila_RAND_537"	-36.7	0	1000	0	1	0	1
"X_nematophila_RAND_541"	-24.9	-1000	0	0	0	220	0
"X_nematophila_RAND_544"	0	-276	684	0	0	0	0
"X_nematophila_RAND_548"	0	0	1000	-792	1	492	0
"X_nematophila_RAND_550"	-23.7	-297	1000	0	0	0	0
"X_nematophila_RAND_551"	-5	-37	1000	-819	1	111	0
"X_nematophila_RAND_553"	-2.07	-1000	381	0	1	42	0
"X_nematophila_RAND_554"	-5.8	-198	1000	0	1	0	1
"X_nematophila_RAND_555"	-31	-192	1000	0	0	0	0
"X_nematophila_RAND_556"	-8.08	-1000	1000	0	1	0	1
"X_nematophila_RAND_557"	-0.1	-50	1000	-196	1	481	0
"X_nematophila_RAND_558"	-25.8	0	1000	-667	0	0	1
"X_nematophila_RAND_560"	-16.8	-214	1000	0	1	0	1
"X_nematophila_RAND_561"	-15.6	-1000	1000	-877	1	4892	1
"X_nematophila_RAND_562"	0.9	-500	1000	-2655	1	3145	1
"X_nematophila_RAND_563"	-31.2	0	1000	0	0	0	0
"X_nematophila_RAND_564"	-5.14	0	1000	0	1	0	1
"X_nematophila_RAND_565"	-5.4	0	1000	-1901	1	110	0
"X_nematophila_RAND_566"	-40.9	-183	1000	0	0	0	0
"X_nematophila_RAND_567"	-8.6	-30	1000	-547	1	307	0
"X_nematophila_RAND_568"	-12.6	-10	1000	0	1	0	1
"X_nematophila_RAND_569"	-16.9	0	1000	0	0	0	0
"X_nematophila_RAND_570"	-25.6	-4	312	-956	1	364	0
"X_nematophila_RAND_571"	-12.4	-366	1000	-78	1	161	0
"X_nematophila_RAND_572"	-0.34	-461	1000	0	1	0	1
"X_nematophila_RAND_573"	-2.7	0	1000	-118	1	22	0
"X_nematophila_RAND_574"	-21.6	0	1000	0	1	0	1
"X_nematophila_RAND_575"	-1.6	0	884	-450	1	134	1
"X_nematophila_RAND_576"	-7.7	0	505	-668	0	0	1
"X_nematophila_RAND_578"	-25.3	-969	1000	0	1	0	1
"X_nematophila_RAND_579"	-36.7	-79	1000	0	0	0	0
"X_nematophila_RAND_580"	-9.4	-920	1000	0	0	0	0
"X_nematophila_RAND_581"	-20.7	-95	1000	0	0	0	0
"X_nematophila_RAND_582"	0.9	-561	1000	0	0	0	0
"X_nematophila_RAND_583"	-21.7	-657	613	0	0	0	0
"X_nematophila_RAND_584"	-18.3	0	1000	0	0	285	0
"X_nematophila_RAND_585"	-9.7	-189	623	0	1	0	1
"X_nematophila_RAND_586"	0	-161	11	-156	1	100	0
"X_nematophila_RAND_587"	-8.4	-664	1000	0	0	0	0
"X_nematophila_RAND_588"	1.26	-244	1000	0	1	147	1
"X_nematophila_RAND_589"	0	-296	1000	0	1	90	1
"X_nematophila_RAND_590"	-27.4	-846	1000	0	1	0	1
"X_nematophila_RAND_591"	-1.4	-1000	0	-180	0	0	0
"X_nematophila_RAND_592"	-3.8	-361	232	0	1	0	1
"X_nematophila_RAND_593"	-20.5	-298	651	0	0	0	0
"X_nematophila_RAND_594"	-10.7	-57	1000	0	0	0	0
"X_nematophila_RAND_595"	0	-612	127	0	1	0	1
"X_nematophila_RAND_596"	-13.7	-23	1000	0	1	0	1
"X_nematophila_RAND_597"	-32.3	0	1000	0	0	0	0
"X_nematophila_RAND_598"	-26.4	-35	1000	0	0	0	0
"X_nematophila_RAND_599"	-30.2	-603	0	-680	0	2514	1
"X_nematophila_RAND_601"	-77.93	0	1000	0	1	0	1
"X_nematophila_RAND_603"	-15.3	0	555	-243	0	50	1
"X_nematophila_RAND_604"	-9.7	0	1000	-351	1	0	0
"X_nematophila_RAND_605"	-2.5	-2	1000	0	0	876	1
"X_nematophila_RAND_606"	-25.7	-74	1000	-510	1	286	0
"X_nematophila_RAND_607"	-31.9	0	1000	-80	1	259	1
"X_nematophila_RAND_608"	-2.9	-34	1000	0	1	0	1
"X_nematophila_RAND_609"	-17.6	-161	710	0	0	0	0
"X_nematophila_RAND_610"	0	0	1000	0	1	0	1
"X_nematophila_RAND_611"	-13.07	0	323	-813	1	837	0
"X_nematophila_RAND_612"	-34.4	0	375	0	1	0	1
"X_nematophila_RAND_613"	-18.6	-272	1000	0	1	0	1
"X_nematophila_RAND_614"	-16	-573	1000	0	0	0	0
"X_nematophila_RAND_615"	0	-412	1000	0	0	0	0
"X_nematophila_RAND_616"	-17.2	-259	662	0	1	190	1
"X_nematophila_RAND_617"	-11.1	0	1000	0	0	0	0
"X_nematophila_RAND_618"	-17.3	-435	1000	0	0	0	0
"X_nematophila_RAND_619"	-17.9	-305	1000	-131	1	0	0
"X_nematophila_RAND_620"	-20.5	-110	1000	0	1	197	1
"X_nematophila_RAND_621"	-2.2	-398	1000	-196	0	213	0
"X_nematophila_RAND_622"	-13.2	-974	795	0	1	0	1
"X_nematophila_RAND_623"	-29.6	-1000	1000	0	0	0	0
"X_nematophila_RAND_624"	-137.1	0	0	0	1	20	1
"X_nematophila_RAND_625"	-24.5	-823	1000	0	1	0	1
"X_nematophila_RAND_626"	-17.2	-247	1000	0	0	0	0
"X_nematophila_RAND_627"	-12.3	0	1000	-29	1	120	0
"X_nematophila_RAND_628"	-4.5	-689	1000	0	0	0	0
"X_nematophila_RAND_629"	0	0	1000	0	0	90	1
"X_nematophila_RAND_630"	-17.2	-1000	1000	0	1	0	1
"X_nematophila_RAND_631"	0.7	-140	1000	0	1	0	1
"X_nematophila_RAND_634"	-28.7	0	1000	0	1	0	1
"X_nematophila_RAND_636"	-10.8	0	1000	-218	1	9	1
"X_nematophila_RAND_637"	-16.3	-1000	1000	0	1	0	1
"X_nematophila_RAND_638"	-20.2	0	1000	0	1	0	1
"X_nematophila_RAND_639"	-3.1	-87	1000	-145	0	539	1
"X_nematophila_RAND_640"	-8.7	-75	1000	0	1	0	1
"X_nematophila_RAND_641"	0	-49	1000	0	0	0	0
"X_nematophila_RAND_642"	-14.4	0	1000	0	1	0	1
"X_nematophila_RAND_643"	-12.5	0	0	-57	1	0	1
"X_nematophila_RAND_644"	-13.1	-195	1000	0	0	0	0
"X_nematophila_RAND_645"	-9.9	-106	1000	0	1	0	1
"X_nematophila_RAND_646"	-2.9	-196	1000	0	0	0	0
"X_nematophila_RAND_647"	-5	-383	1000	0	0	0	0
"X_nematophila_RAND_648"	-8.1	0	445	0	1	0	1
"X_nematophila_RAND_651"	-33.1	-350	1000	0	0	0	0
"X_nematophila_RAND_652"	-0.8	-456	1000	0	0	0	0
"X_nematophila_RAND_653"	0	0	423	-88	1	171	1
"X_nematophila_RAND_1"	-13.7	-1000	365	0	1	0	1
"X_nematophila_RAND_2"	-17.9	-260	1000	0	0	0	0
"X_nematophila_RAND_3"	-4.3	0	1000	-185	1	188	1
"X_nematophila_RAND_5"	-10.6	-172	1000	0	0	0	0
"X_nematophila_RAND_6"	-14.3	-307	1000	0	0	0	0
"X_nematophila_RAND_7"	-1.2	-268	1000	0	0	0	0
"X_nematophila_RAND_8"	-5.7	-721	1000	0	1	0	1
"X_nematophila_RAND_10"	-10.6	0	996	0	1	0	1
"X_nematophila_RAND_11"	-5.8	0	325	0	1	0	1
"X_nematophila_RAND_12"	-9.05	-161	154	0	1	0	1
"X_nematophila_RAND_13"	-69.2	0	1000	0	0	0	1
"X_nematophila_RAND_14"	-6.6	-40	1000	0	1	0	1
"X_nematophila_RAND_15"	-16.2	-525	1000	0	1	0	1
"X_nematophila_RAND_16"	-7.2	-628	1000	-12	0	4	0
"X_nematophila_RAND_17"	-4.8	-67	111	0	1	0	1
"X_nematophila_RAND_18"	-7.4	-638	244	0	0	0	0
"X_nematophila_RAND_19"	-6.5	0	1000	-67	0	336	1
"X_nematophila_RAND_20"	-13.2	-97	1000	0	1	0	1
"X_nematophila_RAND_21"	-17	-503	439	0	0	0	0
"X_nematophila_RAND_22"	-11.1	-362	1000	0	0	0	0
"X_nematophila_RAND_23"	-9.97	-186	1000	0	0	0	0
"X_nematophila_RAND_24"	-6.8	-522	1000	0	1	0	1
"X_nematophila_RAND_25"	0	-176	1000	0	0	0	0
"X_nematophila_RAND_26"	-22	-737	1000	0	0	0	0
"X_nematophila_RAND_27"	-10.2	-1000	1000	0	1	0	1
"X_nematophila_RAND_28"	-18.1	0	0	-5585	0	0	1
"X_nematophila_RAND_29"	-16.4	-814	1000	0	1	0	1
"X_nematophila_RAND_31"	-5.9	-5	1000	0	1	0	1
"X_nematophila_RAND_32"	-29.1	0	774	0	0	0	0
"X_nematophila_RAND_33"	0.2	-449	0	-154	0	0	0
"X_nematophila_RAND_34"	-4.9	-53	582	0	1	0	1
"X_nematophila_RAND_36"	-2.3	0	1000	0	1	0	1
"X_nematophila_RAND_38"	-3.7	-966	1000	0	1	0	1
"X_nematophila_RAND_39"	-30.3	-909	1000	0	0	0	0
"X_nematophila_RAND_40"	-1.6	0	1000	0	0	0	0
"X_nematophila_RAND_41"	0	-113	1000	-367	1	0	1
"X_nematophila_RAND_42"	-4.3	-145	1000	0	1	0	1
"X_nematophila_RAND_44"	-112.51	0	221	0	1	0	1
"X_nematophila_RAND_45"	-6	-1000	709	0	0	0	0
"X_nematophila_RAND_46"	-8.1	-128	962	0	0	0	0
"X_nematophila_RAND_47"	-20.8	-269	1000	0	1	0	1
"X_nematophila_RAND_48"	-16.5	-35	1000	0	0	0	0
"X_nematophila_RAND_49"	-11.4	-82	1000	0	0	0	0
"X_nematophila_RAND_51"	-28.4	-104	1000	0	0	0	0
"X_nematophila_RAND_52"	-38.9	0	1000	-104	1	963	1
"X_nematophila_RAND_53"	0	-37	1000	-374	1	743	0
"X_nematophila_RAND_54"	-47.4	0	1000	-725	1	1550	1
"X_nematophila_RAND_56"	0	-202	1000	0	1	0	1
"X_nematophila_RAND_57"	-16.9	0	1000	-17	1	69	0
"X_nematophila_RAND_58"	-23.4	-43	0	0	0	625	0
"X_nematophila_RAND_59"	-0.4	-32	1000	0	0	0	0
"X_nematophila_RAND_60"	-15.4	-790	1000	0	1	0	1
"X_nematophila_RAND_61"	-7.3	-387	1000	0	1	75	1
"X_nematophila_RAND_63"	-11.3	-129	1000	-241	1	0	1
"X_nematophila_RAND_64"	-29.6	-672	1000	0	0	0	0
"X_nematophila_RAND_65"	-4.4	0	1000	0	0	0	0
"X_nematophila_RAND_66"	-75.5	0	1000	0	0	35	0
"X_nematophila_RAND_67"	-0.9	-217	1000	0	0	0	0
"X_nematophila_RAND_68"	-10.1	-186	141	0	1	0	1
"X_nematophila_RAND_70"	-4.4	-285	1000	-71	1	0	0
"X_nematophila_RAND_71"	-0.5	-313	1000	0	1	0	1
"X_nematophila_RAND_72"	-30.3	0	1000	0	0	0	0
"X_nematophila_RAND_73"	-1.5	-162	1000	0	0	0	0
"X_nematophila_RAND_74"	-65.8	0	140	0	1	0	1
"X_nematophila_RAND_75"	-28.9	-562	1000	-31	1	0	1
"X_nematophila_RAND_76"	0	0	1000	0	0	0	0
"X_nematophila_RAND_77"	0.7	0	98	-425	0	138	0
"X_nematophila_RAND_78"	-49.5	-29	0	-504	1	3484	1
"X_nematophila_RAND_81"	-12.18	-116	1000	0	1	0	1
"X_nematophila_RAND_82"	1.9	-252	1000	-45	0	20	0
"X_nematophila_RAND_83"	-5.7	0	1000	0	0	0	0
"X_nematophila_RAND_84"	-5.7	-721	197	0	1	0	1
"X_nematophila_RAND_85"	-19.1	-1000	1000	0	0	0	0
"X_nematophila_RAND_86"	-0.1	-18	1000	0	1	0	1
"X_nematophila_RAND_87"	-36.39	-590	1000	0	0	0	0
"X_nematophila_RAND_88"	0	-1000	623	0	0	0	0
"X_nematophila_RAND_89"	-29.8	-1000	0	0	0	9	0
"X_nematophila_RAND_90"	-18.5	-229	1000	0	1	0	1
"X_nematophila_RAND_91"	-16	0	1000	0	0	0	0
"X_nematophila_RAND_92"	-17.9	0	25	-87	1	0	1
"X_nematophila_RAND_93"	0	-1000	1000	0	0	0	0
"X_nematophila_RAND_94"	-11.8	-220	1000	0	1	0	1
"X_nematophila_RAND_95"	-9.2	0	1000	0	1	0	1
"X_nematophila_RAND_96"	-13.2	-788	286	0	1	0	1
"X_nematophila_RAND_97"	-14.3	-38	1000	-413	0	150	1
"X_nematophila_RAND_98"	-29.6	0	1000	0	1	0	1
"X_nematophila_RAND_99"	0.6	-1000	1000	-141	0	12263	0
"X_nematophila_RAND_100"	-14.6	0	1000	-2356	0	9979	0
"X_nematophila_RAND_101"	-4.3	-166	1000	-4179	1	8217	1
"X_nematophila_RAND_102"	-6	-254	1000	0	1	0	1
"X_nematophila_RAND_103"	-18.1	-617	1000	0	1	0	1
"X_nematophila_RAND_104"	-10.6	-1000	1000	0	0	0	0
"X_nematophila_RAND_105"	-16.5	-200	1000	0	1	0	1
"X_nematophila_RAND_106"	-9.3	-43	1000	0	1	0	1
"X_nematophila_RAND_107"	-59.4	-759	1000	0	1	0	1
"X_nematophila_RAND_108"	-18.94	0	1000	0	1	0	1
"X_nematophila_RAND_109"	-2.3	-32	1000	0	1	0	1
"X_nematophila_RAND_110"	-25.3	-1000	714	-749	1	0	1
"X_nematophila_RAND_111"	-24.5	0	195	0	1	0	1
"X_nematophila_RAND_112"	-8.9	-216	1000	-386	0	1088	0
"X_nematophila_RAND_113"	-84.02	0	831	0	1	0	1
"X_nematophila_RAND_114"	-1.2	-376	1000	0	0	0	0
"X_nematophila_RAND_115"	-36.2	-379	0	0	1	52	1
"X_nematophila_RAND_116"	-21.3	-897	1000	0	1	0	1
"X_nematophila_RAND_117"	-11.3	0	1000	0	0	0	0
"X_nematophila_RAND_118"	-4.4	-69	1000	0	1	0	1
"X_nematophila_RAND_119"	-14.2	0	1000	0	0	0	0
"X_nematophila_RAND_120"	-12	-20	1000	0	1	0	1
"X_nematophila_RAND_123"	-24.8	-169	1000	0	0	0	0
"X_nematophila_RAND_124"	-1.4	-338	67	-17	0	146	0
"X_nematophila_RAND_125"	-17.2	0	239	0	0	0	0
"X_nematophila_RAND_126"	0	-397	823	0	1	272	1
"X_nematophila_RAND_127"	-17.9	-442	566	0	0	0	0
"X_nematophila_RAND_128"	-12.5	-32	1000	0	0	0	0
"X_nematophila_RAND_129"	-11	0	913	0	0	0	0
"X_nematophila_RAND_130"	-30.6	-33	1000	0	1	0	1
"X_nematophila_RAND_131"	0	-322	1000	0	0	0	0
"X_nematophila_RAND_132"	-14.2	0	1000	-308	0	0	0
"X_nematophila_RAND_133"	-15.2	-699	1000	0	0	0	0
"X_nematophila_RAND_134"	-8	0	1000	-203	0	378	1
"X_nematophila_RAND_136"	-16.5	-107	1000	0	1	0	1
"X_nematophila_RAND_137"	-14.9	-122	441	0	0	0	0
"X_nematophila_RAND_139"	-33.5	-874	1000	0	0	0	0
"X_nematophila_RAND_140"	-14.1	-356	1000	0	1	0	1
"X_nematophila_RAND_141"	0	0	311	-171	1	391	0
"X_nematophila_RAND_142"	-9.4	-8	554	-235	1	238	0
"X_nematophila_RAND_143"	-49.5	0	1000	0	0	0	0
"X_nematophila_RAND_144"	-22.85	-317	1000	0	0	0	0
"X_nematophila_RAND_145"	-24.7	-342	1000	0	1	0	1
"X_nematophila_RAND_146"	-16.7	-1000	1000	0	1	0	1
"X_nematophila_RAND_147"	-14.3	-1000	1000	0	0	0	0
"X_nematophila_RAND_148"	-12.6	-636	1000	0	1	0	1
"X_nematophila_RAND_149"	-0.2	0	1000	-203	0	387	1
"X_nematophila_RAND_150"	-12.8	0	1000	-1259	0	0	1
"X_nematophila_RAND_151"	-15.3	0	0	0	0	32	0
"X_nematophila_RAND_152"	-14.4	-44	430	0	1	0	1
"X_nematophila_RAND_153"	-11.3	-65	1000	0	1	0	1
"X_nematophila_RAND_154"	-6.5	0	1000	-781	0	49	0
"X_nematophila_RAND_155"	-9.1	0	1000	0	1	0	1
"X_nematophila_RAND_156"	-19	-653	1000	0	0	100	0
"X_nematophila_RAND_157"	-7.4	-437	1000	-71	0	0	0
"X_nematophila_RAND_158"	-7.8	-773	1000	0	0	0	0
"X_nematophila_RAND_159"	-1.2	-244	1000	0	1	0	1
"X_nematophila_RAND_160"	-11.2	-116	567	-116	0	127	1
"X_nematophila_RAND_161"	-13.53	0	1000	-159	1	93	1
"X_nematophila_RAND_162"	0	-753	1000	0	0	0	0
"X_nematophila_RAND_163"	-12.6	-49	1000	0	0	0	0
"X_nematophila_RAND_164"	-7.1	-609	836	-130	1	57	1
"X_nematophila_RAND_165"	-5.4	0	639	0	1	0	1
"X_nematophila_RAND_166"	-10.6	0	195	0	1	0	1
"X_nematophila_RAND_167"	-6	0	1000	0	0	0	0
"X_nematophila_RAND_168"	-11.3	-1000	1000	0	1	0	1
"X_nematophila_RAND_169"	1.6	-35	1000	0	1	0	1
"X_nematophila_RAND_170"	-2.6	-252	1000	0	0	0	0
"X_nematophila_RAND_171"	-3.4	0	1000	0	0	0	0
"X_nematophila_RAND_172"	0	-203	1000	0	0	0	0
"X_nematophila_RAND_173"	-20	0	1000	0	0	379	1
"X_nematophila_RAND_174"	-4.6	0	1000	-639	1	263	0
"X_nematophila_RAND_175"	-8.8	0	0	-36	0	245	0
"X_nematophila_RAND_176"	-45.9	0	1000	0	1	0	1
"X_nematophila_RAND_177"	-41.4	0	1000	0	1	0	1
"X_nematophila_RAND_178"	-10.1	-426	1000	0	0	0	0
"X_nematophila_RAND_179"	-13.6	0	1000	-73	1	26	1
"X_nematophila_RAND_180"	-37.9	-297	1000	0	0	95	0
"X_nematophila_RAND_181"	-2.8	-439	1000	0	0	120	0
"X_nematophila_RAND_182"	-3	-73	1000	0	0	0	0
"X_nematophila_RAND_183"	-4.2	0	1000	0	0	0	0
"X_nematophila_RAND_184"	-4.4	-498	770	0	1	0	1
"X_nematophila_RAND_185"	-14.7	-434	1000	0	1	0	1
"X_nematophila_RAND_186"	-3.22	-152	1000	0	0	0	0
"X_nematophila_RAND_187"	-39.9	0	0	0	0	18	1
"X_nematophila_RAND_188"	-15.54	-246	1000	0	1	0	1
"X_nematophila_RAND_189"	-5.6	0	1000	0	0	0	0
"X_nematophila_RAND_190"	-10.49	-290	1000	0	0	0	0
"X_nematophila_RAND_191"	-12.7	-117	1000	-124	1	491	1
"X_nematophila_RAND_192"	-3.8	-28	1000	0	0	0	0
"X_nematophila_RAND_193"	-3.7	-189	1000	0	0	0	0
"X_nematophila_RAND_194"	0	0	600	-430	0	229	0
"X_nematophila_RAND_195"	-7.5	0	1000	0	1	0	1
"X_nematophila_RAND_197"	-28.4	-264	1000	0	1	0	1
"X_nematophila_RAND_198"	-25.2	-558	1000	0	1	0	1
"X_nematophila_RAND_199"	-7	-339	1000	0	1	0	1
"X_nematophila_RAND_200"	-4.8	-335	1000	0	0	0	0
"X_nematophila_RAND_201"	-7.3	-919	1000	0	1	0	1
"X_nematophila_RAND_202"	-40	0	1000	0	0	0	0
"X_nematophila_RAND_203"	-21.2	0	1000	0	1	0	1
"X_nematophila_RAND_204"	-3.3	-328	1000	0	1	0	1
"X_nematophila_RAND_206"	-18.5	-1000	305	-802	1	341	0
"X_nematophila_RAND_207"	-3.2	0	0	-1211	1	19	0
"X_nematophila_RAND_208"	-2.5	-281	1000	0	0	0	0
"X_nematophila_RAND_209"	-42.9	-98	1000	0	1	0	1
"X_nematophila_RAND_210"	-5	-93	936	0	0	0	0
"X_nematophila_RAND_211"	-15.1	-275	1000	0	0	0	0
"X_nematophila_RAND_212"	-2	-351	1000	0	0	2598	1
"X_nematophila_RAND_213"	-14.8	0	95	-337	1	0	1
"X_nematophila_RAND_214"	-16.7	-75	1000	0	1	0	1
"X_nematophila_RAND_215"	-13.5	0	1000	0	0	0	0
"X_nematophila_RAND_216"	-2.1	-122	1000	0	0	0	0
"X_nematophila_RAND_217"	0	0	1000	0	1	0	1
"X_nematophila_RAND_218"	0	-7	1000	0	1	0	1
"X_nematophila_RAND_219"	-23.7	-530	819	0	1	0	1
"X_nematophila_RAND_220"	-1.9	-371	404	0	1	0	1
"X_nematophila_RAND_221"	-6.3	0	1000	0	1	0	1
"X_nematophila_RAND_222"	-19.8	-1000	1000	0	0	0	0
"X_nematophila_RAND_223"	1.2	-1000	1000	0	1	0	1
"X_nematophila_RAND_224"	-3.5	0	1000	0	0	0	0
"X_nematophila_RAND_225"	-27	-112	1000	0	0	0	0
"X_nematophila_RAND_226"	-38.9	-191	1000	0	0	0	0
"X_nematophila_RAND_228"	-13.5	-97	1000	0	0	0	0
"X_nematophila_RAND_229"	-10.6	-729	1000	-63	1	0	1
"X_nematophila_RAND_230"	-0.1	-1000	1000	0	0	0	0
"X_nematophila_RAND_231"	-2.5	0	975	0	1	0	1
"X_nematophila_RAND_232"	-7.6	0	1000	-582	1	405	0
"X_nematophila_RAND_233"	0	0	1000	-70	0	2086	1
"X_nematophila_RAND_234"	-32.82	0	1000	-2505	1	488	0
"X_nematophila_RAND_235"	-17.2	-438	1000	0	1	0	1
"X_nematophila_RAND_237"	-11.37	0	1000	0	1	0	1
"X_nematophila_RAND_238"	-86.84	-198	0	0	1	0	1
"X_nematophila_RAND_239"	-6.9	0	1000	0	0	0	0
"X_nematophila_RAND_240"	-16.3	-1000	1000	0	1	0	1
"X_nematophila_RAND_242"	1.3	-1000	402	0	1	0	1
"X_nematophila_RAND_243"	-12.9	-5	1000	0	1	0	1
"X_nematophila_RAND_244"	-3.6	-97	364	-128	0	2027	0
"X_nematophila_RAND_247"	0	-96	1000	-298	1	80	0
"X_nematophila_RAND_248"	-2.4	-979	255	0	1	0	1
"X_nematophila_RAND_249"	-0.7	0	1000	0	1	0	1
"X_nematophila_RAND_250"	2.5	-521	1000	0	0	0	0
"X_nematophila_RAND_251"	-3.7	-1000	1000	0	0	0	0
"X_nematophila_RAND_252"	-16.7	0	615	-121	0	41	1
"X_nematophila_RAND_253"	-57.1	0	176	0	1	0	1
"X_nematophila_RAND_254"	-11.9	0	1000	-425	0	0	0
"X_nematophila_RAND_256"	-2.3	-623	1000	0	1	0	1
"X_nematophila_RAND_257"	-21.5	0	1000	-103	1	161	0
"X_nematophila_RAND_258"	-5.2	-724	1000	0	0	0	0
"X_nematophila_RAND_259"	-12	-75	1000	0	0	0	0
"X_nematophila_RAND_261"	-12.5	0	1000	0	0	0	0
"X_nematophila_RAND_262"	4.8	-77	1000	0	1	0	1
"X_nematophila_RAND_263"	-2.5	-228	1000	0	0	4	0
"X_nematophila_RAND_264"	-12.6	-52	626	0	1	0	1
"X_nematophila_RAND_265"	-15.4	-318	1000	0	0	0	0
"X_nematophila_RAND_266"	-29	-443	1000	0	0	0	0
"X_nematophila_RAND_267"	0.1	-309	1000	0	0	0	0
"X_nematophila_RAND_268"	-11.2	0	113	-360	1	180	0
"X_nematophila_RAND_269"	-6.5	-349	1000	0	1	0	1
"X_nematophila_RAND_270"	-2.1	-250	1000	0	0	0	0
"X_nematophila_RAND_271"	-11.9	-223	445	0	1	0	1
"X_nematophila_RAND_272"	-0.5	0	1000	0	0	0	0
"X_nematophila_RAND_273"	-9.4	0	1000	0	0	0	0
"X_nematophila_RAND_274"	-42.7	0	1000	-398	0	3128	0
