"SS"	"PromoterDistance"	"DistTerm"	"Distance"	"sameStrand"	"DownDistance"	"sameDownStrand"
"E_coli_RAND_229"	-19.8	-247	848	0	0	0	0
"E_coli_RAND_230"	-17	-1000	810	0	0	0	0
"E_coli_RAND_231"	-16.6	-619	1000	0	0	0	0
"E_coli_RAND_232"	-86.2	-536	866	0	0	0	0
"E_coli_RAND_233"	-13.9	0	1000	-142	0	211	1
"E_coli_RAND_234"	-6.9	-1000	1000	0	1	0	1
"E_coli_RAND_235"	-27.8	0	484	0	1	0	1
"E_coli_RAND_236"	-9.8	-1000	1000	0	0	0	0
"E_coli_RAND_237"	-13.9	-1000	651	0	1	0	1
"E_coli_RAND_1"	-33.1	-1000	1000	0	0	0	0
"E_coli_RAND_2"	-26.3	0	1000	0	0	0	0
"E_coli_RAND_3"	-8.3	-305	1000	0	0	0	0
"E_coli_RAND_4"	-50.9	0	19	-142	0	930	0
"E_coli_RAND_5"	-21.04	0	1000	0	1	0	1
"E_coli_RAND_6"	2.1	-198	1000	0	0	0	0
"E_coli_RAND_7"	-36.1	-42	1000	0	1	0	1
"E_coli_RAND_9"	-68	-217	1000	0	0	0	0
"E_coli_RAND_10"	-37.5	-369	1000	0	0	0	0
"E_coli_RAND_11"	1.8	0	457	0	1	0	1
"E_coli_RAND_12"	-10.6	-867	1000	0	0	0	0
"E_coli_RAND_13"	-62.8	-188	0	0	1	0	0
"E_coli_RAND_14"	-34.9	-513	1000	0	0	0	0
"E_coli_RAND_15"	2.2	-85	1000	0	0	0	0
"E_coli_RAND_16"	-16.3	-517	1000	0	1	0	1
"E_coli_RAND_17"	-15.8	-130	1000	0	0	0	0
"E_coli_RAND_18"	-8	-25	1000	0	1	0	1
"E_coli_RAND_19"	-18.6	0	1000	0	1	0	1
"E_coli_RAND_20"	-20.9	-583	1000	0	1	0	1
"E_coli_RAND_21"	0.4	0	1000	0	1	0	1
"E_coli_RAND_22"	-45.37	-223	1000	0	1	0	1
"E_coli_RAND_23"	4	0	1000	-784	0	1378	0
"E_coli_RAND_25"	-36.4	-904	291	0	0	0	0
"E_coli_RAND_26"	-28	0	1000	-192	1	34	1
"E_coli_RAND_27"	-11.6	-333	1000	-97	1	1759	1
"E_coli_RAND_28"	-17.1	-78	1000	-1400	1	477	1
"E_coli_RAND_29"	-14.7	-98	1000	-4050	0	2022	0
"E_coli_RAND_30"	-10.7	0	1000	-5917	1	99	1
"E_coli_RAND_31"	-38.3	-334	1000	0	1	0	1
"E_coli_RAND_32"	-4.3	0	50	-83	0	726	1
"E_coli_RAND_33"	-17.9	-473	1000	0	0	0	0
"E_coli_RAND_34"	-46.6	0	1000	0	1	0	1
"E_coli_RAND_35"	-47.52	0	951	0	1	0	1
"E_coli_RAND_36"	-26.3	0	236	0	1	0	1
"E_coli_RAND_37"	-15	0	459	0	1	0	1
"E_coli_RAND_38"	-13.9	-515	1000	0	1	0	1
"E_coli_RAND_39"	-58.24	0	1000	0	0	0	0
"E_coli_RAND_40"	-43.94	0	843	0	0	0	0
"E_coli_RAND_42"	-43.1	0	1000	0	1	0	1
"E_coli_RAND_43"	-13.2	-32	209	0	1	0	1
"E_coli_RAND_44"	-20.1	0	1000	-1525	0	990	1
"E_coli_RAND_45"	-42.2	-44	1000	0	0	0	0
"E_coli_RAND_46"	-31.41	-1000	1000	0	0	0	0
"E_coli_RAND_48"	-57.6	-1000	540	0	0	0	0
"E_coli_RAND_49"	-17.8	-1000	1000	0	0	0	0
"E_coli_RAND_50"	-48	-225	1000	0	1	0	1
"E_coli_RAND_51"	7.7	-153	1000	0	1	0	1
"E_coli_RAND_52"	-44.9	-11	1000	-2	0	0	0
"E_coli_RAND_53"	-9.2	0	1000	-70	1	0	1
"E_coli_RAND_54"	-12.2	0	37	0	1	0	1
"E_coli_RAND_55"	-21.86	0	1000	0	1	0	1
"E_coli_RAND_56"	-18.6	-435	1000	0	1	0	1
"E_coli_RAND_57"	-15.1	-55	1000	0	0	0	0
"E_coli_RAND_58"	-37.1	-1000	390	0	0	0	0
"E_coli_RAND_59"	0	-26	1000	-422	0	7	0
"E_coli_RAND_60"	-4.1	-40	1000	0	0	0	0
"E_coli_RAND_61"	-18.7	0	1000	-43	0	55	1
"E_coli_RAND_62"	-55.2	0	1000	0	1	0	1
"E_coli_RAND_63"	-21.7	-1000	1000	0	0	149	0
"E_coli_RAND_64"	-7.1	-1000	1000	0	1	0	1
"E_coli_RAND_65"	-28.51	-387	1000	0	0	0	0
"E_coli_RAND_67"	-12.8	0	871	0	1	0	1
"E_coli_RAND_68"	-27.9	-183	1000	0	0	0	0
"E_coli_RAND_70"	-25.7	0	990	0	0	0	0
"E_coli_RAND_71"	-13.6	0	1000	0	1	0	1
"E_coli_RAND_72"	-21.2	-959	0	0	0	107	0
"E_coli_RAND_73"	0	0	1000	0	0	0	0
"E_coli_RAND_74"	-26.07	-519	1000	0	0	0	0
"E_coli_RAND_75"	-3.7	-234	1000	0	1	0	1
"E_coli_RAND_76"	-106.9	0	1000	0	0	0	0
"E_coli_RAND_77"	-4.58	-19	1000	0	1	0	1
"E_coli_RAND_79"	-2.2	0	1000	0	0	0	0
"E_coli_RAND_80"	-9.6	0	814	0	0	0	0
"E_coli_RAND_81"	-8.4	-533	1000	0	0	0	0
"E_coli_RAND_82"	-17.9	-1000	1000	0	0	0	0
"E_coli_RAND_83"	-55.3	-307	703	0	1	0	1
"E_coli_RAND_84"	2.2	-112	226	0	1	0	1
"E_coli_RAND_85"	-44.1	0	1000	-11	0	0	1
"E_coli_RAND_87"	-4.4	-196	1000	0	1	0	1
"E_coli_RAND_89"	-14.1	-997	1000	0	0	0	0
"E_coli_RAND_90"	-45.4	0	1000	0	1	0	1
"E_coli_RAND_91"	-30.6	-775	514	0	1	0	1
"E_coli_RAND_92"	-18.5	-1000	1000	0	0	0	0
"E_coli_RAND_93"	-4.9	-86	1000	0	0	0	0
"E_coli_RAND_94"	-33.6	0	1000	-162	1	0	1
"E_coli_RAND_95"	-60.57	0	1000	0	0	0	0
"E_coli_RAND_96"	-22.6	-612	1000	0	0	0	0
"E_coli_RAND_97"	-21.3	-646	130	0	1	0	1
"E_coli_RAND_98"	-17.5	-41	1000	0	1	0	1
"E_coli_RAND_99"	-22.2	-160	0	-160	0	0	0
"E_coli_RAND_100"	-36.2	0	1000	-375	0	0	1
"E_coli_RAND_102"	-14.1	-94	1000	0	1	0	1
"E_coli_RAND_103"	-28.6	-1000	0	0	1	60	0
"E_coli_RAND_104"	-40.4	-1000	1000	0	0	0	0
"E_coli_RAND_105"	-18.8	-412	169	0	1	0	1
"E_coli_RAND_106"	-21.8	-627	947	0	1	0	1
"E_coli_RAND_107"	-29.2	-143	940	0	1	0	1
"E_coli_RAND_108"	-25.7	-278	1000	0	0	0	0
"E_coli_RAND_109"	-9.7	-680	1000	0	0	0	0
"E_coli_RAND_110"	-37.77	-38	1000	0	0	0	0
"E_coli_RAND_111"	-4.6	0	723	0	0	0	0
"E_coli_RAND_112"	-33.2	-636	1000	0	1	0	1
"E_coli_RAND_113"	-26.2	0	1000	0	1	0	1
"E_coli_RAND_114"	-0.54	0	709	0	1	0	1
"E_coli_RAND_115"	-50.7	-1000	1000	0	1	0	1
"E_coli_RAND_116"	-31.9	-862	665	0	1	0	1
"E_coli_RAND_117"	-33.3	0	432	0	1	0	1
"E_coli_RAND_118"	-24.3	-163	1000	0	1	0	1
"E_coli_RAND_119"	-21.9	-171	1000	0	0	0	0
"E_coli_RAND_120"	-14.5	0	1000	-9	1	72	1
"E_coli_RAND_121"	-89.3	0	1000	-20	1	0	1
"E_coli_RAND_122"	-10.9	-253	1000	0	0	0	0
"E_coli_RAND_123"	-13.4	0	1000	0	1	0	1
"E_coli_RAND_124"	-21.3	-496	1000	0	0	0	0
"E_coli_RAND_125"	-15.3	-623	1000	0	1	0	1
"E_coli_RAND_126"	-33.5	0	1000	0	0	0	0
"E_coli_RAND_128"	-40.27	-209	1000	0	0	0	0
"E_coli_RAND_129"	-29.3	-664	1000	0	0	0	0
"E_coli_RAND_130"	-44.6	-426	1000	0	1	0	1
"E_coli_RAND_131"	-12.1	-307	1000	0	0	0	0
"E_coli_RAND_132"	-83.6	-1000	0	-12	0	0	0
"E_coli_RAND_133"	-17.6	0	1000	0	1	0	1
"E_coli_RAND_134"	-21.4	-561	1000	0	1	0	1
"E_coli_RAND_135"	-11.3	-265	1000	0	1	0	1
"E_coli_RAND_136"	-35.5	-776	436	0	1	0	1
"E_coli_RAND_137"	-8.1	-1000	1000	0	0	0	0
"E_coli_RAND_138"	-54.6	-1000	1000	0	0	76	0
"E_coli_RAND_140"	-36.6	-1000	736	0	0	0	0
"E_coli_RAND_141"	-6.67	-485	1000	0	0	0	0
"E_coli_RAND_144"	-13	0	1000	0	0	0	0
"E_coli_RAND_145"	-30.3	0	1000	0	0	0	0
"E_coli_RAND_146"	-40.4	-8	285	0	1	0	1
"E_coli_RAND_147"	-17.3	-141	147	0	1	432	0
"E_coli_RAND_148"	-3.8	0	1000	0	0	113	0
"E_coli_RAND_149"	-11.7	0	1000	0	1	0	1
"E_coli_RAND_150"	-27.7	-943	712	0	0	0	0
"E_coli_RAND_153"	0	-20	1000	0	1	0	1
"E_coli_RAND_154"	-21.4	-195	1000	0	1	0	1
"E_coli_RAND_155"	-138.3	-575	1000	0	1	0	1
"E_coli_RAND_157"	-21.6	-66	1000	0	0	0	0
"E_coli_RAND_158"	-4.8	-358	1000	0	0	0	0
"E_coli_RAND_159"	-23.9	0	1000	0	1	0	1
"E_coli_RAND_160"	-28.4	-226	599	0	1	0	1
"E_coli_RAND_161"	-45.7	-235	994	-417	1	1041	1
"E_coli_RAND_162"	-82.5	-649	1000	0	0	0	0
"E_coli_RAND_163"	-16.6	-1000	1000	-32	1	0	0
"E_coli_RAND_164"	-22.9	-218	1000	0	1	0	1
"E_coli_RAND_165"	-10.7	-566	1000	-90	1	0	0
"E_coli_RAND_167"	-10.3	0	1000	0	0	133	0
"E_coli_RAND_168"	-10.7	-1000	1000	0	0	0	0
"E_coli_RAND_169"	-39.7	-480	1000	0	0	0	0
"E_coli_RAND_170"	-64.14	-568	0	0	1	81	1
"E_coli_RAND_171"	-10.8	0	296	0	1	0	1
"E_coli_RAND_172"	-52.5	-390	1000	0	0	13	0
"E_coli_RAND_174"	-8.6	-454	20	0	1	128	1
"E_coli_RAND_176"	-26.1	-297	129	0	1	0	1
"E_coli_RAND_177"	-18.8	-637	1000	0	1	0	1
"E_coli_RAND_178"	-8	-147	539	0	0	0	0
"E_coli_RAND_180"	-42.5	-604	1000	0	1	0	1
"E_coli_RAND_181"	-29.67	-136	1000	0	0	0	0
"E_coli_RAND_182"	-10	-370	1000	0	0	0	0
"E_coli_RAND_184"	-12.4	-1000	1000	0	0	0	0
"E_coli_RAND_185"	-21.3	-5	1000	0	0	0	0
"E_coli_RAND_186"	-17.3	-147	1000	0	1	60	1
"E_coli_RAND_187"	-26	-21	1000	0	0	0	0
"E_coli_RAND_188"	-8.8	-73	454	0	1	0	1
"E_coli_RAND_189"	-19.1	-1000	1000	0	1	0	1
"E_coli_RAND_191"	-28.3	-739	1000	-179	1	0	0
"E_coli_RAND_192"	-6.7	-795	408	0	1	0	1
"E_coli_RAND_193"	-14.9	-131	1000	0	0	0	0
"E_coli_RAND_194"	-24.2	-251	1000	0	0	0	0
"E_coli_RAND_195"	-33.6	-105	1000	0	1	0	1
"E_coli_RAND_196"	-29.1	-1000	236	0	1	0	1
"E_coli_RAND_197"	-4.2	-136	104	0	1	0	1
"E_coli_RAND_198"	-7.8	0	1000	-408	0	1567	1
"E_coli_RAND_199"	-36.8	-145	741	-1717	1	0	1
"E_coli_RAND_200"	-17.5	-1000	0	-13	0	0	0
"E_coli_RAND_201"	-11.2	-128	128	0	1	0	1
"E_coli_RAND_202"	-2.3	0	85	-77	0	219	0
"E_coli_RAND_203"	-17.8	-1000	1000	0	1	0	1
"E_coli_RAND_204"	-16.3	-225	948	0	1	0	1
"E_coli_RAND_205"	-23.4	-928	1000	0	1	0	1
"E_coli_RAND_206"	-39.6	-651	1000	0	0	0	0
"E_coli_RAND_207"	-0.9	-5	1000	-344	1	0	1
