"SS"	"PromoterDistance"	"DistTerm"	"Distance"	"sameStrand"	"DownDistance"	"sameDownStrand"
"RAND_405"	-8.62	-440	821	-174	1	10	0
"RAND_439"	-24.6	0	0	0	1	287	1
"RAND_719"	-16.2	-1000	326	0	1	0	1
"RAND_583"	-5.6	-210	1000	0	0	0	0
"RAND_959"	-42.1	-36	1000	0	0	0	0
"RAND_1074"	-19.4	-352	1000	0	0	0	0
"RAND_911"	-114.65	-814	1000	0	1	0	1
"RAND_821"	-49.6	0	1000	0	1	0	1
"RAND_902"	-13.6	-910	1000	0	1	0	1
"RAND_401"	-100.42	0	1000	0	1	0	1
"RAND_861"	0	-394	72	-170	0	0	0
"RAND_570"	-30.6	-48	1000	0	0	0	0
"RAND_300"	-19.7	-132	1000	0	0	0	0
"RAND_321"	-5.8	-837	805	-72	0	0	0
"RAND_1023"	-8.6	0	6	0	0	131	0
"RAND_896"	-26.3	0	1000	0	1	0	1
"RAND_551"	-39.2	-1000	1000	0	0	0	0
"RAND_925"	-14.8	-295	1000	0	1	0	1
"RAND_49"	-21.6	-172	1000	-76	1	0	1
"RAND_644"	-19.7	-1000	318	0	1	0	1
"RAND_794"	-8.9	-419	1000	0	1	0	1
"RAND_98"	-12.9	-413	386	0	1	0	1
"RAND_309"	0.1	-189	1000	-43	0	0	0
"RAND_392"	-42.8	-22	1000	0	1	0	1
"RAND_94"	-50.4	0	1000	0	1	0	1
"RAND_915"	-43.3	0	547	0	1	0	1
"RAND_263"	-8.2	-964	1000	0	1	21	1
"RAND_32"	-26.3	-38	1000	0	1	0	1
"RAND_744"	-6.5	0	1000	-56	1	746	1
"RAND_766"	3.4	-711	1000	-31	1	98	0
"RAND_1004"	-34.5	0	819	0	1	0	1
"RAND_972"	-9.7	-648	687	0	1	0	1
"RAND_345"	-15.5	-713	651	0	1	0	1
"RAND_120"	-106.8	0	69	0	1	0	1
"RAND_858"	-77.43	-444	0	0	0	0	1
"RAND_195"	-7	-88	1000	-66	1	277	0
"RAND_466"	-17.4	-221	1000	0	0	0	0
"RAND_151"	-75.2	-262	563	0	1	0	1
"RAND_228"	-21	0	1000	0	0	0	0
"RAND_832"	-4.9	-1000	1000	0	1	0	1
"RAND_1013"	-23.6	-628	1000	0	0	0	0
"RAND_872"	-77.2	-416	708	0	1	0	1
"RAND_757"	-6.5	-165	84	0	1	0	1
"RAND_314"	-13.2	0	1000	0	0	297	0
"RAND_144"	-19.5	0	1000	0	0	0	0
"RAND_850"	-23.8	0	1000	0	1	0	1
"RAND_160"	-31	-202	1000	0	1	0	1
"RAND_847"	-52.8	-1000	1000	0	0	0	0
"RAND_642"	-14	0	300	0	1	60	1
"RAND_1083"	-9.9	-27	1000	0	1	0	1
"RAND_828"	-17.4	-303	1000	0	0	0	0
"RAND_218"	-28.1	-86	1000	0	1	0	1
"RAND_889"	-10.9	-279	1000	0	0	0	0
"RAND_1035"	-16.4	-682	1000	0	1	0	1
"RAND_259"	-16.3	-294	1000	0	1	0	1
"RAND_129"	-16.6	-540	1000	0	0	0	0
"RAND_255"	0	-231	546	0	0	0	0
"RAND_1012"	-10.5	-39	1000	-48	1	0	1
"RAND_67"	-41.34	-183	1000	0	0	0	0
"RAND_936"	-4	-129	290	0	1	0	1
"RAND_72"	-19.5	-760	1000	0	0	0	0
"RAND_243"	-18.7	0	0	-10	1	0	1
"RAND_407"	-0.6	-1000	208	0	1	0	1
"RAND_127"	-29.1	0	1000	-87	0	0	0
"RAND_266"	-24.2	-114	1000	0	0	0	0
"RAND_342"	3	0	731	-862	1	118	1
"RAND_330"	-13.9	-599	1000	0	0	0	0
"RAND_50"	-15.2	-281	1000	0	1	0	1
"RAND_1015"	-1.7	-1000	322	0	0	0	0
"RAND_45"	-6.2	-1000	1000	0	1	0	1
"RAND_616"	-16.6	-767	1000	0	1	0	1
"RAND_880"	-24.8	0	300	0	1	0	1
"RAND_346"	-128.6	0	1000	0	0	176	1
"RAND_134"	-15.1	-105	830	-48	1	58	0
"RAND_1014"	-9.2	-589	1000	0	1	0	1
"RAND_862"	-19.8	-1000	1000	0	0	0	0
"RAND_640"	-87.3	-199	1000	0	0	0	0
"RAND_203"	-35.6	0	1000	0	1	0	1
"RAND_478"	-16.6	0	1000	0	0	0	0
"RAND_196"	-21.34	-1000	1000	0	0	27	0
"RAND_175"	-70	0	0	0	1	0	0
"RAND_331"	-16.2	-54	485	0	0	0	0
"RAND_275"	-37.6	-208	1000	-34	0	405	0
"RAND_163"	-23.2	-201	1000	0	1	0	1
"RAND_215"	-11.5	-98	1000	0	1	0	1
"RAND_364"	-31.1	0	1000	0	1	0	1
"RAND_937"	-20.4	0	1000	0	0	0	0
"RAND_367"	-22.6	-162	1000	0	1	0	1
"RAND_29"	-12.9	-1000	1000	0	0	15	0
"RAND_554"	-6.5	-1000	1000	-1280	1	129	1
"RAND_656"	-24.38	0	1000	0	1	0	1
"RAND_788"	-29.2	-786	1000	0	1	0	1
"RAND_506"	-46.9	-96	1000	0	0	0	0
"RAND_437"	-13	-400	1000	0	0	0	0
"RAND_479"	-19	-1000	1000	0	1	0	1
"RAND_375"	-36.6	-1000	1000	0	1	0	1
"RAND_661"	-59.14	0	1000	0	0	0	0
"RAND_369"	-36.2	-376	1000	0	0	63	1
"RAND_893"	-4.4	-1000	1000	0	0	0	0
"RAND_755"	-15.6	-1000	1000	0	1	0	1
"RAND_292"	-12.6	-99	1000	0	0	0	0
"RAND_442"	-33	-831	524	0	1	0	1
"RAND_53"	-29.3	-475	1000	0	1	0	1
"RAND_532"	-64.9	0	199	0	0	0	0
"RAND_246"	-3.2	-156	443	0	0	0	0
"RAND_322"	-39.17	0	1000	0	0	0	0
"RAND_576"	-8.5	0	1000	0	1	0	1
"RAND_865"	-26.9	-582	1000	0	0	0	0
"RAND_819"	-13.2	0	1000	0	0	0	0
"RAND_62"	-56.09	0	1000	0	1	0	1
"RAND_376"	-14.2	-83	1000	0	1	0	1
"RAND_232"	-13.7	-1000	1000	0	0	0	0
"RAND_643"	-5.8	-1000	1000	0	0	0	0
"RAND_504"	-40.3	0	1000	0	0	0	0
"RAND_597"	-9.2	0	573	0	1	0	1
"RAND_516"	-54.5	-381	1000	0	1	0	1
"RAND_924"	-11.5	-162	1000	0	0	0	1
"RAND_83"	-22.5	-286	1000	0	1	0	1
"RAND_968"	-89.1	0	0	0	1	0	0
"RAND_631"	-3.68	-486	1000	0	0	0	0
"RAND_508"	-22.3	-104	1000	0	1	0	1
"RAND_1128"	-10.5	-410	1000	0	1	0	1
"RAND_58"	-7.6	-572	1000	0	1	0	1
"RAND_717"	-32.1	-31	1000	0	0	38	0
"RAND_926"	-20.4	0	1000	0	0	0	0
"RAND_1060"	-28.9	-584	467	0	1	0	1
"RAND_509"	-26.7	-1000	1000	0	0	0	0
"RAND_1057"	-25.8	-244	1000	0	0	0	0
"RAND_142"	-4.9	0	1000	0	0	0	0
"RAND_539"	-24.4	-164	992	0	1	0	1
"RAND_4"	0	-168	1000	0	0	0	0
"RAND_214"	-44.1	-1000	1000	0	0	0	0
"RAND_599"	-21.7	-1000	579	0	1	0	1
"RAND_975"	-16	0	1000	0	1	0	1
"RAND_202"	-28.9	-1000	1000	0	0	0	0
"RAND_22"	-14.5	-593	1000	0	1	0	1
"RAND_927"	-17.3	-1000	1000	0	1	0	1
"RAND_823"	-12.9	-177	122	-335	0	180	0
"RAND_922"	-15.6	-25	1000	0	0	0	0
"RAND_248"	-10.6	-708	1000	0	0	0	0
"RAND_970"	-6	-409	1000	0	1	0	1
"RAND_148"	-1.6	-746	1000	0	0	0	0
"RAND_928"	-9.7	-953	1000	0	1	0	1
"RAND_116"	-21.7	0	774	0	1	0	1
"RAND_986"	-5.1	-1000	1000	0	1	0	1
"RAND_868"	-53.2	-100	1000	0	1	0	1
"RAND_130"	-20.3	-243	1000	0	0	0	0
"RAND_963"	-22.4	-321	1000	0	1	0	1
"RAND_1021"	-8.8	-939	1000	-67	1	16	0
"RAND_609"	-48.1	-1000	1000	0	1	0	1
"RAND_1037"	-11.9	-33	1000	0	1	0	1
"RAND_316"	-21.9	-226	1000	0	0	0	0
"RAND_781"	-40.7	-1000	1000	0	1	0	1
"RAND_882"	-38.1	0	0	0	1	358	0
"RAND_940"	-27	-324	1000	0	0	0	0
"RAND_658"	-8.5	-990	1000	0	0	0	0
"RAND_137"	-11.9	-452	745	0	1	0	1
"RAND_119"	-23.3	-686	1000	0	0	0	0
"RAND_47"	-27	0	1000	0	1	0	1
"RAND_299"	-37.6	0	520	0	1	0	1
"RAND_854"	-54.7	-1000	0	0	0	0	1
"RAND_619"	-47.6	-427	1000	0	1	0	1
"RAND_118"	-47.2	0	1000	0	0	0	0
"RAND_188"	-88.9	0	689	0	1	0	1
"RAND_955"	-50.9	0	1000	0	1	0	1
"RAND_782"	-6.6	-291	1000	0	1	0	1
"RAND_947"	-5.6	-884	1000	0	0	0	0
"RAND_108"	-20.3	-1000	797	0	1	0	1
"RAND_164"	-56.9	0	1000	0	0	0	0
"RAND_242"	-18.9	-729	1000	0	0	0	0
"RAND_769"	-33.8	0	1000	0	1	0	1
"RAND_253"	-19.8	-498	797	0	0	0	0
"RAND_484"	-22.2	-1000	1000	0	1	0	1
"RAND_571"	-11.8	-158	1000	0	1	0	1
"RAND_423"	-27.9	-869	1000	0	0	0	0
"RAND_287"	-24.3	-475	144	0	1	0	1
"RAND_1038"	-17.9	-142	863	0	0	0	0
"RAND_111"	0	-534	371	0	0	0	0
"RAND_726"	-63.05	0	1000	0	1	0	1
"RAND_1102"	-50.4	-123	787	0	1	0	1
"RAND_672"	-15.1	0	1000	-49	0	53	0
"RAND_555"	2.7	-381	438	-794	0	0	1
"RAND_518"	-11.7	-533	1000	0	0	0	0
"RAND_138"	-50.6	-1000	29	0	1	0	1
"RAND_519"	-42.52	-39	945	0	0	0	1
"RAND_1117"	-24.4	-719	1000	0	0	0	0
"RAND_79"	-13.1	0	1000	-77	0	0	1
"RAND_90"	-30.2	-12	1000	0	0	0	0
"RAND_136"	-15.4	-420	254	0	0	0	0
"RAND_892"	-65.7	0	1000	0	1	0	1
"RAND_507"	-36.2	-180	1000	0	0	0	0
"RAND_974"	-4.91	-43	1000	0	0	0	0
"RAND_1080"	-54.1	0	695	0	0	0	0
"RAND_80"	-44.6	0	1000	-79	0	0	0
"RAND_981"	-13.1	-184	1000	0	0	0	0
"RAND_450"	-7.8	-574	360	0	1	0	1
"RAND_37"	-9.22	0	1000	0	0	0	0
"RAND_756"	-6.38	-1000	1000	0	1	8	1
"RAND_546"	-34	-997	1000	0	0	0	0
"RAND_238"	-15.04	-111	1000	0	0	0	0
"RAND_1075"	-6.4	-945	1000	0	1	0	1
"RAND_931"	-22.1	-427	1000	0	1	0	1
"RAND_912"	1.5	-26	1000	0	0	0	0
"RAND_395"	-6	-88	1000	0	1	0	1
"RAND_785"	-15.7	-210	1000	-315	0	0	0
"RAND_459"	-85.8	0	1000	0	1	0	1
"RAND_730"	-38.9	-177	128	0	1	186	0
"RAND_192"	-23.7	-198	159	0	1	217	0
"RAND_1059"	-24.1	-111	1000	0	0	0	0
"RAND_413"	-31.5	-313	1000	0	0	0	0
"RAND_988"	-16.6	-708	1000	0	1	0	1
"RAND_166"	-26.4	-55	1000	0	0	0	0
"RAND_859"	-15.9	-881	1000	0	0	0	0
"RAND_247"	-16.9	-315	1000	0	0	0	0
"RAND_165"	-28.9	0	1000	0	1	0	1
"RAND_771"	-8.3	-47	1000	0	0	0	0
"RAND_992"	-6.1	-637	1000	0	0	0	0
"RAND_834"	-8.3	0	1000	0	0	0	0
"RAND_276"	-17.9	-548	534	0	0	0	0
"RAND_759"	-78.2	0	1000	0	0	0	0
"RAND_629"	-85.8	-182	1000	0	0	0	0
"RAND_686"	0	-122	1000	0	0	0	0
"RAND_544"	-39.6	-9	1000	0	1	236	0
"RAND_807"	-21.3	-287	1000	0	1	0	1
"RAND_1081"	-102.9	-383	1000	0	0	0	0
"RAND_722"	-54.31	0	957	0	0	0	0
"RAND_219"	-25	-1000	948	0	1	449	1
"RAND_540"	-24	-387	1000	0	1	0	1
"RAND_612"	-25.5	-19	1000	0	1	0	1
"RAND_458"	-14	-218	1000	0	1	0	1
"RAND_918"	-4.5	-426	498	0	0	0	0
"RAND_806"	-21.8	-1000	1000	0	1	0	1
"RAND_1109"	-37	-433	1000	0	1	0	1
"RAND_66"	-17.1	-264	1000	0	0	0	0
"RAND_1049"	-35.1	-514	0	0	1	80	1
"RAND_28"	-14.4	-38	821	0	1	0	1
"RAND_291"	-51.3	-427	517	0	1	0	1
"RAND_560"	-9.8	-1000	1000	0	1	0	1
"RAND_704"	-15.4	-222	1000	-72	0	464	1
"RAND_88"	-16.9	-240	1000	-73	0	97	0
"RAND_760"	-17.4	-333	1000	0	1	0	1
"RAND_713"	-19	-438	1000	0	1	0	1
"RAND_894"	-28.7	0	796	0	1	109	1
"RAND_563"	-11.2	0	1000	0	1	0	1
"RAND_368"	-2.4	0	1000	0	0	0	0
"RAND_474"	-7.1	-57	1000	0	0	0	0
"RAND_205"	-39.1	-301	1000	0	0	0	0
"RAND_913"	-5.7	-490	1000	0	0	0	0
"RAND_688"	-8.4	-1000	1000	0	0	0	0
"RAND_39"	-44.9	-692	1000	0	0	0	0
"RAND_751"	-29.6	-371	1000	0	0	0	0
"RAND_480"	-6.8	-921	1000	0	0	0	0
"RAND_434"	-9.5	-1000	1000	-258	0	12	1
"RAND_400"	-5.2	0	1000	-380	1	15	1
"RAND_349"	-25.4	0	1000	0	1	0	1
"RAND_577"	-16.6	-401	817	0	0	0	0
"RAND_946"	-12.68	0	1000	0	1	112	0
"RAND_393"	-53.1	-956	1000	0	1	0	1
"RAND_502"	-16.1	-1000	1000	0	1	0	1
"RAND_770"	-55.1	-1000	1000	0	1	0	1
"RAND_499"	-26.9	-561	1000	0	0	0	0
"RAND_42"	-25.2	-242	1000	0	1	0	1
"RAND_426"	-27.5	-786	1000	0	1	0	1
"RAND_374"	-7.6	-1000	1000	0	0	0	0
"RAND_274"	-71.1	0	1000	0	0	0	0
"RAND_473"	-22.4	-41	1000	0	1	0	1
"RAND_749"	-10.1	-242	1000	0	0	0	0
"RAND_932"	0	0	1000	0	1	0	1
"RAND_411"	-3.7	-720	1000	0	0	0	0
"RAND_721"	-25.1	-138	1000	0	0	0	0
"RAND_139"	-53.8	-108	180	0	1	0	1
"RAND_697"	-8	-297	1000	-128	0	0	0
"RAND_654"	-52.6	-168	1000	0	0	0	0
"RAND_1041"	-19	-503	1000	0	0	0	0
"RAND_548"	-108.4	0	1000	0	0	0	1
"RAND_753"	-77.1	-314	998	0	0	0	0
"RAND_1072"	-5.7	-284	1000	0	1	164	0
"RAND_569"	-20.8	-355	1000	0	1	0	1
"RAND_221"	-14.7	-1000	1000	0	0	0	0
"RAND_1052"	-12	0	1000	0	1	0	1
"RAND_209"	-96.81	-1000	1000	0	1	0	1
"RAND_103"	-19	0	479	0	0	0	0
"RAND_1110"	-6.4	-205	1000	0	1	91	1
"RAND_327"	-42	-250	1000	0	1	0	1
"RAND_978"	-22.58	-863	1000	0	1	0	1
"RAND_796"	-26.8	0	1000	0	0	0	0
"RAND_35"	0	-1000	1000	-33	0	14	0
"RAND_355"	-25.6	-702	1000	0	0	0	0
"RAND_830"	-41.8	-1000	1000	0	0	0	0
"RAND_71"	2	-791	1000	0	0	0	0
"RAND_101"	-51.6	-909	1000	0	0	0	0
"RAND_1034"	-27.2	-803	0	0	0	39	1
"RAND_250"	-24.6	-1000	1000	0	1	0	1
"RAND_638"	-7.7	-14	1000	0	0	0	0
"RAND_705"	-18.4	-257	1000	0	0	0	0
"RAND_38"	-74.7	-376	1000	0	1	0	1
"RAND_676"	2.4	-267	1000	0	1	0	1
"RAND_595"	-51.2	0	1000	0	1	0	1
"RAND_778"	-12.81	0	1000	0	0	0	0
"RAND_15"	-13.6	0	926	0	1	118	1
"RAND_161"	-64.87	0	1000	0	1	0	1
"RAND_938"	-5.7	-297	1000	-200	0	0	1
"RAND_522"	-11.6	0	1000	0	1	0	1
"RAND_57"	-9.7	-390	1000	0	0	0	0
"RAND_185"	-10.4	-1000	1000	0	1	0	1
"RAND_787"	-20.6	0	1000	0	0	0	0
"RAND_455"	-28.5	-1000	802	0	0	0	0
"RAND_121"	-3.2	-1000	641	0	0	0	0
"RAND_122"	-9.5	-569	1000	0	0	0	0
"RAND_833"	-29.5	-899	1000	0	1	0	1
"RAND_1028"	-31.4	0	1000	0	0	0	0
"RAND_60"	-87.4	-138	145	0	1	0	1
"RAND_124"	-38.5	-49	1000	0	0	0	0
"RAND_260"	-32.5	-235	1000	0	1	0	1
"RAND_887"	-60.5	0	243	0	1	0	1
"RAND_107"	-10.77	-180	13	0	1	0	1
"RAND_630"	-57.8	-192	867	0	0	0	0
"RAND_971"	-50.7	-585	1000	0	0	31	0
"RAND_711"	-21	-352	1000	0	0	0	0
"RAND_172"	-3.9	0	1000	0	1	358	0
"RAND_592"	-16.8	-215	905	-180	0	185	0
"RAND_718"	-16.8	-357	1000	0	0	0	0
"RAND_5"	-39.8	-553	1000	0	0	87	1
"RAND_1025"	-12.9	-97	751	0	1	0	1
"RAND_562"	-15	-116	1000	0	0	0	0
"RAND_923"	-11.7	-752	1000	0	0	0	0
"RAND_945"	-1.5	0	343	0	0	0	0
"RAND_870"	-17.7	0	1000	0	1	0	1
"RAND_231"	-56.6	-918	1000	0	0	0	0
"RAND_237"	-23.8	-63	1000	0	0	0	0
"RAND_513"	-27.4	-1000	477	0	0	0	0
"RAND_183"	-11.5	0	1000	0	1	0	1
"RAND_1064"	-27.7	-1000	1000	0	1	0	1
"RAND_3"	-17.6	-618	1000	0	1	0	1
"RAND_1007"	-40.9	-1000	638	0	0	0	0
"RAND_81"	-49.6	0	124	0	0	0	0
"RAND_920"	-6.9	-436	1000	0	1	0	1
"RAND_336"	-23.1	-742	1000	0	1	0	1
"RAND_799"	-1.9	-743	1000	0	0	0	0
"RAND_102"	-5	-432	1000	0	1	0	1
"RAND_319"	-5.9	0	1000	-192	1	364	0
"RAND_132"	-14.9	-1000	1000	0	0	0	0
"RAND_461"	-9.3	-384	1000	0	1	0	1
"RAND_572"	-116.24	-1000	1000	0	0	0	0
"RAND_379"	-4.1	-262	1000	0	1	0	1
"RAND_441"	-8.5	-1000	840	0	0	0	0
"RAND_1104"	-33.2	-668	47	0	0	0	0
"RAND_543"	-28.3	-276	597	0	0	0	0
"RAND_1005"	-54.97	0	337	0	0	0	0
"RAND_438"	-35	0	932	0	0	199	0
"RAND_790"	-55.1	-1000	1000	0	1	0	1
"RAND_701"	-16.9	0	1000	0	1	0	1
"RAND_561"	-25.37	-1000	183	0	0	0	0
"RAND_720"	1.7	0	1000	0	0	0	0
"RAND_869"	-2.89	-219	570	-149	1	313	0
"RAND_690"	-17.9	-301	1000	-184	1	44	0
"RAND_780"	-12.7	-33	1000	0	0	0	0
"RAND_1058"	-11.3	-1000	1000	0	0	0	0
"RAND_335"	-21.9	-397	1000	0	1	0	1
"RAND_176"	-54.1	-759	1000	0	1	0	1
"RAND_1119"	-6.4	-1000	1000	0	0	0	0
"RAND_131"	-16.7	-642	1000	0	0	0	0
"RAND_419"	-116.8	-197	1000	0	0	0	0
"RAND_389"	-11.9	0	451	0	0	0	0
"RAND_152"	-13.77	-835	1000	0	0	0	0
"RAND_360"	-24.3	-283	1000	0	1	0	1
"RAND_488"	-6.8	0	1000	-115	1	42	1
"RAND_451"	-41.2	-35	866	0	1	0	1
"RAND_430"	-16	0	1000	-107	1	120	1
"RAND_886"	-11.3	-526	1000	0	1	0	1
"RAND_993"	-29.8	-147	0	0	0	40	1
"RAND_941"	-23.8	-452	75	0	0	0	0
"RAND_128"	-12.8	-360	487	0	1	0	1
"RAND_55"	-4.79	0	1000	0	0	0	0
"RAND_921"	-1.3	-251	1000	0	1	0	1
"RAND_40"	-19.9	-768	1000	0	1	0	1
"RAND_930"	-41.9	-1000	1000	0	1	0	1
"RAND_524"	-34.1	0	1000	0	1	0	1
"RAND_6"	-7.9	-51	1000	0	0	0	0
"RAND_962"	-8.7	-582	1000	0	0	0	0
"RAND_112"	-51.39	-12	1000	-26	0	0	0
"RAND_822"	-14.7	-408	1000	-119	0	126	1
"RAND_1090"	-60.6	0	864	0	1	0	1
"RAND_795"	-11.17	0	58	-254	0	99	0
"RAND_106"	-56.01	-188	1000	0	0	0	0
