id	SS	PromoterDistance	DistTerm	Distance	sameStrand	DownDistance	sameDownStrand	AAAA/TTTT	AAAC/GTTT	AAAG/CTTT	AAAT/ATTT	AACA/TGTT	AACC/GGTT	AACG/CGTT	AACT/AGTT	AAGA/TCTT	AAGC/GCTT	AAGG/CCTT	AAGT/ACTT	AATA/TATT	AATC/GATT	AATG/CATT	AATT/AATT	ACAA/TTGT	ACAC/GTGT	ACAG/CTGT	ACAT/ATGT	ACCA/TGGT	ACCC/GGGT	ACCG/CGGT	ACCT/AGGT	ACGA/TCGT	ACGC/GCGT	ACGG/CCGT	ACGT/ACGT	ACTA/TAGT	ACTC/GAGT	ACTG/CAGT	AGAA/TTCT	AGAC/GTCT	AGAG/CTCT	AGAT/ATCT	AGCA/TGCT	AGCC/GGCT	AGCG/CGCT	AGCT/AGCT	AGGA/TCCT	AGGC/GCCT	AGGG/CCCT	AGTA/TACT	AGTC/GACT	AGTG/CACT	ATAA/TTAT	ATAC/GTAT	ATAG/CTAT	ATAT/ATAT	ATCA/TGAT	ATCC/GGAT	ATCG/CGAT	ATGA/TCAT	ATGC/GCAT	ATGG/CCAT	ATTA/TAAT	ATTC/GAAT	ATTG/CAAT	CAAA/TTTG	CAAC/GTTG	CAAG/CTTG	CACA/TGTG	CACC/GGTG	CACG/CGTG	CAGA/TCTG	CAGC/GCTG	CAGG/CCTG	CATA/TATG	CATC/GATG	CATG/CATG	CCAA/TTGG	CCAC/GTGG	CCAG/CTGG	CCCA/TGGG	CCCC/GGGG	CCCG/CGGG	CCGA/TCGG	CCGC/GCGG	CCGG/CCGG	CCTA/TAGG	CCTC/GAGG	CGAA/TTCG	CGAC/GTCG	CGAG/CTCG	CGCA/TGCG	CGCC/GGCG	CGCG/CGCG	CGGA/TCCG	CGGC/GCCG	CGTA/TACG	CGTC/GACG	CTAA/TTAG	CTAC/GTAG	CTAG/CTAG	CTCA/TGAG	CTCC/GGAG	CTGA/TCAG	CTGC/GCAG	CTTA/TAAG	CTTC/GAAG	GAAA/TTTC	GAAC/GTTC	GACA/TGTC	GACC/GGTC	GAGA/TCTC	GAGC/GCTC	GATA/TATC	GATC/GATC	GCAA/TTGC	GCAC/GTGC	GCCA/TGGC	GCCC/GGGC	GCGA/TCGC	GCGC/GCGC	GCTA/TAGC	GGAA/TTCC	GGAC/GTCC	GGCA/TGCC	GGCC/GGCC	GGGA/TCCC	GGTA/TACC	GTAA/TTAC	GTAC/GTAC	GTCA/TGAC	GTGA/TCAC	GTTA/TAAC	TAAA/TTTA	TACA/TGTA	TAGA/TCTA	TATA/TATA	TCAA/TTGA	TCCA/TGGA	TCGA/TCGA	TGAA/TTCA	TGCA/TGCA	TTAA/TTAA	Class
S_enterica_LT2_RAND_150	-23.6	0	964	0	0	183	1	0.009615385	0	0.019230769	0.028846154	0.019230769	0	0.009615385	0	0.009615385	0	0.009615385	0.019230769	0.019230769	0.028846154	0	0.009615385	0.009615385	0	0.009615385	0	0.009615385	0	0	0.009615385	0.009615385	0	0	0.009615385	0	0	0.009615385	0	0.009615385	0	0.019230769	0	0.009615385	0	0	0.019230769	0.009615385	0	0	0.009615385	0.019230769	0.009615385	0.009615385	0.009615385	0.009615385	0.019230769	0.019230769	0.009615385	0.009615385	0	0.009615385	0.019230769	0.009615385	0.009615385	0	0	0	0	0	0	0.009615385	0.009615385	0.009615385	0.009615385	0.009615385	0	0	0	0.009615385	0	0.009615385	0.009615385	0	0	0.019230769	0.009615385	0.009615385	0	0	0	0	0	0	0.028846154	0	0.019230769	0	0.009615385	0	0	0	0.009615385	0.019230769	0	0.009615385	0.009615385	0.028846154	0	0	0	0	0	0.009615385	0.009615385	0	0.009615385	0.009615385	0	0	0	0	0.028846154	0	0.009615385	0	0.009615385	0.019230769	0.009615385	0.009615385	0	0.009615385	0.028846154	0.028846154	0	0.009615385	0.009615385	0	0	0	0.019230769	0	0.028846154	0
S_enterica_LT2_RAND_151	-1.3	0	1000	-44	1	143	0	0.01369863	0	0.04109589	0.054794521	0.01369863	0	0	0.01369863	0.02739726	0.01369863	0	0.02739726	0.04109589	0.01369863	0.02739726	0.01369863	0.01369863	0	0	0.01369863	0	0	0	0	0	0	0	0	0	0	0	0.01369863	0	0	0.01369863	0.01369863	0	0	0	0	0	0	0	0	0.01369863	0.054794521	0	0	0.02739726	0.01369863	0.01369863	0.01369863	0.02739726	0.01369863	0	0.01369863	0.02739726	0.01369863	0	0	0	0	0	0	0	0	0	0.01369863	0.01369863	0	0	0	0	0	0	0	0	0	0.01369863	0	0	0.01369863	0	0	0.01369863	0	0	0.02739726	0	0	0	0	0	0	0	0	0	0	0	0.02739726	0.01369863	0	0	0	0	0	0	0.01369863	0	0.01369863	0	0	0.01369863	0	0	0.01369863	0	0	0	0	0	0.01369863	0	0	0	0.02739726	0.082191781	0.01369863	0	0.02739726	0	0	0	0.01369863	0	0.02739726	0
S_enterica_LT2_RAND_152	-42.1	0	651	-180	0	0	1	0.028571429	0.014285714	0.019047619	0.004761905	0.004761905	0	0.00952381	0.014285714	0.004761905	0.00952381	0.00952381	0.004761905	0	0.004761905	0.00952381	0.004761905	0.00952381	0.004761905	0.014285714	0	0.004761905	0.00952381	0.00952381	0.004761905	0.004761905	0.014285714	0.014285714	0	0.00952381	0.004761905	0.00952381	0	0.00952381	0.014285714	0	0.004761905	0	0.00952381	0.004761905	0	0.004761905	0.014285714	0.00952381	0.004761905	0	0.014285714	0.004761905	0.00952381	0.004761905	0.014285714	0.014285714	0.004761905	0.028571429	0.00952381	0.004761905	0.004761905	0.00952381	0.004761905	0.00952381	0.004761905	0	0	0.00952381	0.00952381	0.004761905	0.00952381	0.004761905	0.014285714	0.00952381	0.004761905	0	0.014285714	0.00952381	0	0.004761905	0.014285714	0.004761905	0.023809524	0.004761905	0.004761905	0.004761905	0.00952381	0.004761905	0	0	0.023809524	0.004761905	0.014285714	0.014285714	0.004761905	0.00952381	0.004761905	0.00952381	0	0	0.004761905	0	0.004761905	0	0.00952381	0.014285714	0.004761905	0.00952381	0.00952381	0.00952381	0	0	0.00952381	0	0	0.00952381	0.004761905	0.00952381	0	0.004761905	0.014285714	0.00952381	0.00952381	0	0.014285714	0.00952381	0.004761905	0.00952381	0.00952381	0	0.004761905	0.014285714	0.014285714	0.004761905	0.00952381	0.00952381	0.014285714	0	0.014285714	0	0	0
S_enterica_LT2_RAND_153	-46.2	0	1000	0	0	0	0	0.005347594	0.010695187	0.005347594	0	0.005347594	0.016042781	0.016042781	0.010695187	0	0.005347594	0.010695187	0	0.005347594	0.010695187	0.005347594	0.005347594	0	0	0.010695187	0.005347594	0.010695187	0.005347594	0.026737968	0.005347594	0.016042781	0	0.032085561	0.005347594	0	0	0.026737968	0	0.005347594	0	0	0	0.005347594	0.010695187	0.005347594	0.010695187	0.005347594	0	0.005347594	0	0.010695187	0.016042781	0.016042781	0.005347594	0.005347594	0.005347594	0.005347594	0.010695187	0.016042781	0	0.005347594	0.021390374	0.010695187	0	0.010695187	0.010695187	0	0.005347594	0	0	0.005347594	0.016042781	0.010695187	0.021390374	0	0	0.010695187	0.005347594	0.021390374	0.005347594	0.005347594	0.005347594	0.005347594	0.010695187	0.005347594	0	0	0.016042781	0.005347594	0	0	0.010695187	0.005347594	0.016042781	0.010695187	0.016042781	0.026737968	0	0	0	0	0	0.021390374	0.005347594	0.005347594	0.005347594	0.005347594	0.016042781	0.005347594	0.021390374	0	0	0.010695187	0	0	0.010695187	0.021390374	0.005347594	0.010695187	0.005347594	0.005347594	0.010695187	0.016042781	0.005347594	0.010695187	0	0.010695187	0.005347594	0.005347594	0.026737968	0	0.010695187	0	0	0	0.005347594	0.010695187	0.005347594	0	0.016042781	0.005347594	0.005347594	0
S_enterica_LT2_RAND_155	-78.8	0	1000	0	1	0	1	0.021479714	0.009546539	0.014319809	0.007159905	0.007159905	0.007159905	0.016706444	0.009546539	0.019093079	0.011933174	0.002386635	0.002386635	0.007159905	0.00477327	0	0.00477327	0.00477327	0.00477327	0.00477327	0.00477327	0.014319809	0.002386635	0.011933174	0.00477327	0.009546539	0.007159905	0.009546539	0.002386635	0.00477327	0.002386635	0.007159905	0.014319809	0.00477327	0.002386635	0.014319809	0.00477327	0.007159905	0.009546539	0.007159905	0.007159905	0.007159905	0.00477327	0.002386635	0.002386635	0.002386635	0.009546539	0.009546539	0.007159905	0.00477327	0.011933174	0.00477327	0.009546539	0.009546539	0.011933174	0.009546539	0	0.009546539	0.00477327	0.009546539	0.002386635	0.00477327	0.007159905	0.007159905	0.007159905	0.011933174	0.016706444	0.011933174	0.009546539	0.016706444	0.00477327	0.002386635	0.009546539	0.016706444	0.00477327	0	0.011933174	0.00477327	0.011933174	0.007159905	0.002386635	0.007159905	0.007159905	0.007159905	0.00477327	0.007159905	0.007159905	0.007159905	0.00477327	0.011933174	0.007159905	0.002386635	0.002386635	0.002386635	0	0.00477327	0.002386635	0.009546539	0.016706444	0.00477327	0.011933174	0.007159905	0.019093079	0.002386635	0.011933174	0	0.00477327	0.014319809	0.002386635	0.007159905	0.00477327	0.009546539	0.014319809	0.009546539	0.00477327	0.002386635	0.011933174	0.007159905	0.014319809	0.007159905	0.00477327	0.007159905	0.007159905	0	0	0.00477327	0.009546539	0.014319809	0.002386635	0.002386635	0.002386635	0.007159905	0.009546539	0.002386635	0.014319809	0.007159905	0.00477327	0
S_enterica_LT2_RAND_156	-8.9	0	822	0	1	0	1	0	0.010989011	0	0	0.010989011	0.010989011	0.021978022	0.010989011	0.021978022	0	0	0	0.032967033	0.010989011	0	0	0	0	0.010989011	0.010989011	0.010989011	0	0.010989011	0.010989011	0.021978022	0	0	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0	0	0.010989011	0.010989011	0	0	0.010989011	0	0	0.021978022	0	0	0.010989011	0	0.010989011	0.010989011	0	0.010989011	0.010989011	0	0.010989011	0.010989011	0.032967033	0	0	0	0	0	0	0.010989011	0.010989011	0.010989011	0.021978022	0	0.010989011	0.010989011	0	0	0.010989011	0	0	0.010989011	0.032967033	0	0	0	0	0.032967033	0.021978022	0.010989011	0.010989011	0.010989011	0.010989011	0	0	0.010989011	0	0	0.010989011	0	0	0	0.021978022	0.010989011	0	0.021978022	0.010989011	0.021978022	0.010989011	0	0	0.010989011	0	0	0	0	0.010989011	0	0.032967033	0.010989011	0	0.010989011	0	0	0	0.010989011	0.021978022	0.010989011	0	0	0.010989011	0.021978022	0	0	0	0	0	0	0	0.032967033	0	0.010989011	0
S_enterica_LT2_RAND_157	-1.65	-793	1000	0	0	0	0	0	0.012658228	0.006329114	0	0	0	0.006329114	0.006329114	0	0.006329114	0.006329114	0.006329114	0.012658228	0	0.006329114	0	0	0	0.006329114	0	0.006329114	0	0.006329114	0.012658228	0.012658228	0.03164557	0.006329114	0	0	0.006329114	0.018987342	0.006329114	0.006329114	0	0	0.006329114	0.012658228	0.012658228	0	0.006329114	0.006329114	0.006329114	0.006329114	0	0.018987342	0	0	0	0.018987342	0.018987342	0.012658228	0.018987342	0.012658228	0.006329114	0.012658228	0.006329114	0.006329114	0.006329114	0	0	0	0.006329114	0.006329114	0	0.012658228	0.012658228	0.025316456	0.012658228	0.012658228	0	0	0.012658228	0.018987342	0.006329114	0	0.006329114	0.018987342	0.006329114	0	0	0	0.012658228	0.018987342	0.006329114	0.025316456	0.025316456	0.006329114	0.006329114	0.012658228	0.012658228	0.025316456	0	0.006329114	0	0.006329114	0	0.012658228	0.03164557	0	0.012658228	0.012658228	0	0	0.018987342	0	0.006329114	0.012658228	0.012658228	0.006329114	0	0.012658228	0.018987342	0.012658228	0.012658228	0.006329114	0.006329114	0.006329114	0.012658228	0	0	0	0.012658228	0	0.012658228	0.018987342	0	0.006329114	0	0	0	0	0.012658228	0.006329114	0.006329114	0	0	0
S_enterica_LT2_RAND_158	-33.1	-772	850	0	1	0	1	0.010869565	0.010869565	0.010869565	0.005434783	0.005434783	0.02173913	0.02173913	0	0	0.010869565	0.010869565	0	0.005434783	0.005434783	0.010869565	0.005434783	0.005434783	0	0.010869565	0	0.027173913	0.005434783	0.016304348	0	0.005434783	0.010869565	0.005434783	0.016304348	0.010869565	0	0	0.005434783	0.010869565	0.005434783	0.005434783	0	0.005434783	0.02173913	0	0	0	0.016304348	0	0.010869565	0	0.010869565	0	0.005434783	0	0.016304348	0.005434783	0.032608696	0.016304348	0	0.016304348	0.005434783	0.010869565	0.010869565	0.005434783	0.010869565	0	0.005434783	0.005434783	0	0.016304348	0.016304348	0.005434783	0.005434783	0.016304348	0	0.010869565	0.010869565	0.005434783	0	0.005434783	0.005434783	0.010869565	0.005434783	0.005434783	0	0	0.005434783	0.016304348	0.005434783	0.005434783	0.010869565	0.005434783	0.005434783	0.005434783	0.005434783	0.027173913	0	0.005434783	0	0.005434783	0	0.010869565	0.005434783	0	0.010869565	0.005434783	0	0	0.010869565	0.010869565	0.005434783	0.005434783	0.016304348	0	0	0.010869565	0	0	0.016304348	0	0.010869565	0.010869565	0	0	0.016304348	0.010869565	0.016304348	0	0.010869565	0	0.027173913	0.016304348	0.005434783	0	0	0.010869565	0.005434783	0.02173913	0.005434783	0	0.010869565	0
S_enterica_LT2_RAND_159	-7.1	-229	787	0	1	0	1	0	0	0	0	0	0	0.017857143	0	0	0	0	0	0.017857143	0.017857143	0.017857143	0	0.017857143	0	0	0	0	0	0	0	0.017857143	0.053571429	0	0	0	0	0	0	0	0	0.017857143	0.017857143	0	0	0.017857143	0	0.017857143	0	0	0	0	0	0.017857143	0	0	0	0	0.035714286	0	0.017857143	0.035714286	0	0.053571429	0	0	0.017857143	0	0.017857143	0	0.017857143	0.017857143	0.035714286	0.017857143	0	0	0.017857143	0	0	0.017857143	0	0	0	0	0	0	0	0	0.017857143	0.017857143	0	0.017857143	0	0.017857143	0	0	0.017857143	0.017857143	0	0	0	0	0.017857143	0.017857143	0.035714286	0	0	0	0.017857143	0	0	0	0.017857143	0	0.017857143	0	0.017857143	0.017857143	0	0.017857143	0	0	0.017857143	0	0.035714286	0	0	0	0	0	0	0.017857143	0	0	0	0	0	0	0.035714286	0.017857143	0.035714286	0	0	0
S_enterica_LT2_RAND_161	-42	0	1000	0	0	0	0	0.013745704	0.003436426	0.013745704	0.017182131	0.006872852	0.003436426	0.003436426	0.006872852	0.010309278	0.006872852	0.006872852	0	0.027491409	0.006872852	0.010309278	0.003436426	0.010309278	0.003436426	0.003436426	0.003436426	0.013745704	0.013745704	0.003436426	0.003436426	0.003436426	0.006872852	0.003436426	0.003436426	0.006872852	0	0.006872852	0.013745704	0.003436426	0.006872852	0.017182131	0	0.006872852	0.017182131	0.003436426	0.003436426	0.006872852	0.010309278	0	0.006872852	0	0.020618557	0.013745704	0.013745704	0.006872852	0	0	0.020618557	0.003436426	0.003436426	0.003436426	0.017182131	0.006872852	0.010309278	0.006872852	0.003436426	0.003436426	0.006872852	0.003436426	0.003436426	0.010309278	0.017182131	0.006872852	0.003436426	0	0	0.010309278	0.003436426	0.020618557	0.013745704	0.010309278	0.006872852	0.003436426	0.013745704	0.003436426	0.003436426	0.006872852	0	0.010309278	0.003436426	0.013745704	0.030927835	0.003436426	0.006872852	0.010309278	0.006872852	0.006872852	0.003436426	0.006872852	0	0.006872852	0.006872852	0.010309278	0.006872852	0.003436426	0.003436426	0.006872852	0.006872852	0.006872852	0.003436426	0.013745704	0.003436426	0.017182131	0.006872852	0.003436426	0.003436426	0.013745704	0.010309278	0.013745704	0.017182131	0.003436426	0.003436426	0.006872852	0.003436426	0	0.006872852	0.024054983	0.003436426	0.003436426	0.003436426	0.003436426	0.006872852	0.020618557	0	0.006872852	0.006872852	0	0	0.006872852	0.006872852	0	0.010309278	0
S_enterica_LT2_RAND_163	-14	-229	1000	-269	1	0	1	0.035211268	0.014084507	0	0.014084507	0.021126761	0.014084507	0.014084507	0.007042254	0	0.007042254	0.007042254	0.007042254	0.035211268	0.007042254	0.014084507	0	0.014084507	0	0	0.014084507	0	0	0.028169014	0	0	0.021126761	0	0.007042254	0	0	0.007042254	0	0	0	0	0.014084507	0.014084507	0.021126761	0	0	0.007042254	0	0	0.007042254	0	0.028169014	0	0.007042254	0.007042254	0.021126761	0	0.007042254	0.007042254	0.007042254	0.007042254	0.014084507	0.007042254	0.021126761	0.014084507	0.021126761	0.007042254	0.007042254	0.007042254	0.014084507	0	0.021126761	0	0.007042254	0.014084507	0	0	0	0.007042254	0	0	0.014084507	0.021126761	0.007042254	0.007042254	0	0	0.007042254	0.007042254	0	0.007042254	0	0.007042254	0	0	0	0.007042254	0.014084507	0	0	0	0	0.014084507	0.007042254	0	0.014084507	0.007042254	0	0	0	0	0	0.007042254	0	0.042253521	0.007042254	0.014084507	0.007042254	0	0.007042254	0.021126761	0.007042254	0	0.014084507	0	0.007042254	0.007042254	0.007042254	0	0.007042254	0.021126761	0.021126761	0.014084507	0	0	0	0.007042254	0	0	0.021126761	0.014084507	0	0
S_enterica_LT2_RAND_164	-17.8	0	1000	0	0	0	0	0	0.011235955	0	0.011235955	0	0.02247191	0.011235955	0.011235955	0	0	0	0	0.033707865	0	0	0	0	0	0.011235955	0	0.02247191	0.011235955	0.011235955	0	0	0.011235955	0.011235955	0	0	0	0.011235955	0	0	0	0.011235955	0	0.011235955	0.011235955	0	0	0.011235955	0	0	0	0	0.011235955	0.011235955	0.011235955	0.02247191	0	0.011235955	0.02247191	0.011235955	0.033707865	0.02247191	0.011235955	0.011235955	0	0.011235955	0.02247191	0	0	0	0	0.011235955	0	0	0.033707865	0.011235955	0.011235955	0.033707865	0	0.011235955	0	0	0.011235955	0.011235955	0.011235955	0.02247191	0	0	0	0	0	0	0.04494382	0	0.02247191	0.033707865	0	0.011235955	0	0.011235955	0	0	0	0	0	0	0	0	0	0	0.011235955	0	0	0.011235955	0.011235955	0	0	0.04494382	0	0.011235955	0.011235955	0.02247191	0.011235955	0	0.033707865	0	0	0.011235955	0	0	0.02247191	0.011235955	0.011235955	0.011235955	0.011235955	0	0	0	0	0	0	0	0.011235955	0
S_enterica_LT2_RAND_165	-55.07	-161	1000	0	1	0	1	0.003636364	0	0.014545455	0	0	0.007272727	0.007272727	0.003636364	0.007272727	0.014545455	0.010909091	0.007272727	0.010909091	0.007272727	0	0.007272727	0.007272727	0	0.007272727	0.003636364	0.003636364	0.003636364	0.014545455	0.007272727	0.007272727	0.010909091	0.014545455	0	0	0.003636364	0	0	0.007272727	0.003636364	0.007272727	0.003636364	0.007272727	0.021818182	0	0.003636364	0.014545455	0.003636364	0	0.003636364	0.003636364	0.014545455	0	0	0.007272727	0.014545455	0.010909091	0.021818182	0.003636364	0.007272727	0.010909091	0.003636364	0.018181818	0.010909091	0.007272727	0.007272727	0.003636364	0.007272727	0.007272727	0.007272727	0.003636364	0.010909091	0.010909091	0.003636364	0.021818182	0	0.007272727	0.007272727	0.010909091	0	0.003636364	0.010909091	0.010909091	0.014545455	0.007272727	0	0.007272727	0.007272727	0.010909091	0.014545455	0.007272727	0.018181818	0.021818182	0.018181818	0.010909091	0.003636364	0.014545455	0.003636364	0	0	0	0.003636364	0.007272727	0	0.010909091	0.010909091	0	0	0.007272727	0.007272727	0.007272727	0.003636364	0.014545455	0.003636364	0.003636364	0.010909091	0.021818182	0.007272727	0.014545455	0.025454545	0.003636364	0.014545455	0.007272727	0.014545455	0.007272727	0.003636364	0.007272727	0.007272727	0.003636364	0.007272727	0.007272727	0.010909091	0.007272727	0.003636364	0	0	0.010909091	0.010909091	0.010909091	0.007272727	0	0.003636364	0
S_enterica_LT2_RAND_166	-14.74	-3	1000	0	0	0	0	0.025806452	0.006451613	0.012903226	0.006451613	0.006451613	0	0.006451613	0.012903226	0.019354839	0.006451613	0.019354839	0	0	0.006451613	0	0.006451613	0.006451613	0.006451613	0.006451613	0.006451613	0.006451613	0.012903226	0.006451613	0.012903226	0.006451613	0.012903226	0.006451613	0	0.012903226	0	0.019354839	0.006451613	0.006451613	0.012903226	0.006451613	0.006451613	0	0.006451613	0	0.006451613	0.025806452	0	0.006451613	0	0.012903226	0	0.006451613	0.012903226	0	0.012903226	0.006451613	0	0.006451613	0.012903226	0	0.012903226	0	0	0.019354839	0.012903226	0	0	0.012903226	0.006451613	0.006451613	0.006451613	0.006451613	0.006451613	0.019354839	0	0.006451613	0.012903226	0.012903226	0.012903226	0.006451613	0	0.006451613	0.012903226	0	0.006451613	0.012903226	0.006451613	0.006451613	0.006451613	0.012903226	0.019354839	0.012903226	0.012903226	0.006451613	0.006451613	0.006451613	0	0.006451613	0	0	0	0.019354839	0	0.006451613	0.025806452	0.006451613	0.006451613	0.012903226	0.006451613	0.006451613	0	0	0	0.019354839	0.006451613	0.006451613	0	0.012903226	0.012903226	0	0.006451613	0.012903226	0.019354839	0	0	0.019354839	0.012903226	0.006451613	0	0.006451613	0.006451613	0	0.006451613	0	0.006451613	0	0.006451613	0	0.019354839	0	0.006451613	0
S_enterica_LT2_RAND_167	-57.7	-259	1000	0	1	0	1	0.016611296	0.009966777	0.016611296	0.013289037	0	0.006644518	0.009966777	0.013289037	0.006644518	0.006644518	0.009966777	0	0.006644518	0.006644518	0.003322259	0.009966777	0.003322259	0	0.006644518	0.003322259	0.003322259	0.003322259	0.003322259	0.009966777	0.013289037	0.009966777	0.006644518	0	0.013289037	0.006644518	0.013289037	0.003322259	0.003322259	0.009966777	0	0.006644518	0.016611296	0.009966777	0.006644518	0.006644518	0.009966777	0	0.003322259	0.003322259	0.013289037	0.003322259	0.003322259	0.016611296	0	0.013289037	0.009966777	0.009966777	0.009966777	0.013289037	0.006644518	0.009966777	0.006644518	0.006644518	0.016611296	0.003322259	0	0	0.006644518	0.003322259	0.003322259	0.026578073	0.009966777	0	0.016611296	0.006644518	0	0.009966777	0.019933555	0.006644518	0	0.006644518	0	0.009966777	0.003322259	0.003322259	0.003322259	0.013289037	0.003322259	0	0.029900332	0.006644518	0.009966777	0.006644518	0.006644518	0.009966777	0.006644518	0	0.009966777	0	0.009966777	0.003322259	0.016611296	0.009966777	0	0.006644518	0.019933555	0.013289037	0.003322259	0	0.003322259	0.006644518	0.009966777	0	0.013289037	0.009966777	0.013289037	0.003322259	0.013289037	0.016611296	0.006644518	0.013289037	0.006644518	0.009966777	0	0.006644518	0.006644518	0.009966777	0.003322259	0	0.003322259	0.003322259	0.003322259	0.009966777	0.003322259	0.003322259	0.009966777	0.013289037	0	0.016611296	0	0.003322259	0
S_enterica_LT2_RAND_168	-12.1	-26	1000	0	0	0	0	0	0	0	0	0	0.013333333	0	0	0	0.013333333	0.013333333	0	0.013333333	0	0.013333333	0	0	0	0	0	0.013333333	0	0.026666667	0	0.013333333	0	0.013333333	0	0	0	0	0	0	0	0.013333333	0	0	0.026666667	0.013333333	0	0.013333333	0	0	0	0	0.026666667	0.013333333	0	0	0	0.013333333	0.013333333	0	0.013333333	0.026666667	0.013333333	0.013333333	0	0	0	0	0.013333333	0.013333333	0	0.013333333	0.026666667	0	0	0.026666667	0	0	0.026666667	0.026666667	0	0	0	0	0.04	0	0	0	0	0.026666667	0.013333333	0.013333333	0.066666667	0.026666667	0.026666667	0	0	0.026666667	0	0	0	0	0	0.013333333	0	0	0.026666667	0	0	0	0	0	0.013333333	0.013333333	0	0	0	0.053333333	0	0.04	0.04	0	0.026666667	0	0	0	0	0.013333333	0	0	0	0	0.013333333	0	0	0	0	0	0.013333333	0	0.013333333	0	0	0
S_enterica_LT2_RAND_170	-102	-261	684	0	1	0	1	0.003436426	0.006872852	0.003436426	0.003436426	0	0.003436426	0.017182131	0.003436426	0.006872852	0.003436426	0.003436426	0	0.003436426	0.017182131	0.003436426	0	0	0	0	0.006872852	0	0.003436426	0.010309278	0.003436426	0.003436426	0.020618557	0.006872852	0.003436426	0	0	0.010309278	0.003436426	0.003436426	0	0.010309278	0.013745704	0.003436426	0.020618557	0	0	0.010309278	0.010309278	0.003436426	0.003436426	0	0.010309278	0.003436426	0.006872852	0.006872852	0.020618557	0.003436426	0.017182131	0.013745704	0.017182131	0.006872852	0.010309278	0.003436426	0.006872852	0.003436426	0.010309278	0.003436426	0.003436426	0.003436426	0.006872852	0.003436426	0.020618557	0.017182131	0.013745704	0.020618557	0.003436426	0.006872852	0.003436426	0.020618557	0.013745704	0.006872852	0.010309278	0.010309278	0.020618557	0.003436426	0	0.003436426	0.006872852	0.013745704	0.006872852	0.017182131	0.048109966	0.006872852	0	0.024054983	0	0.017182131	0	0	0	0.006872852	0.003436426	0.013745704	0.017182131	0.003436426	0.003436426	0.006872852	0.006872852	0.003436426	0.010309278	0.006872852	0.006872852	0.010309278	0.003436426	0.010309278	0.003436426	0.017182131	0.017182131	0.017182131	0.020618557	0.006872852	0.010309278	0.003436426	0.010309278	0.003436426	0.013745704	0	0	0	0.013745704	0.006872852	0	0.003436426	0	0	0.003436426	0.006872852	0.006872852	0.006872852	0	0.003436426	0.003436426	0
S_enterica_LT2_RAND_171	-106.2	0	1000	0	1	0	1	0.017045455	0.011363636	0.018939394	0.007575758	0.007575758	0.009469697	0.009469697	0.005681818	0.009469697	0.018939394	0.009469697	0.003787879	0.005681818	0.007575758	0.003787879	0.005681818	0.013257576	0.001893939	0.003787879	0.003787879	0.001893939	0.005681818	0.015151515	0.003787879	0.001893939	0.013257576	0.018939394	0	0.003787879	0	0.007575758	0.003787879	0.005681818	0.003787879	0	0.007575758	0.011363636	0.017045455	0.005681818	0.001893939	0.007575758	0.007575758	0.003787879	0.001893939	0.003787879	0.009469697	0.007575758	0.001893939	0.001893939	0.001893939	0.015151515	0.007575758	0.009469697	0.003787879	0	0.001893939	0.005681818	0.013257576	0.015151515	0.009469697	0.001893939	0.005681818	0.003787879	0.003787879	0	0.011363636	0.005681818	0.005681818	0.001893939	0.001893939	0.003787879	0.009469697	0.013257576	0.005681818	0.009469697	0.009469697	0.009469697	0.024621212	0.011363636	0	0.005681818	0.003787879	0.009469697	0.003787879	0.001893939	0.03219697	0.009469697	0.017045455	0.034090909	0.011363636	0.009469697	0.003787879	0.009469697	0	0.005681818	0.001893939	0.003787879	0.003787879	0.013257576	0.007575758	0.009469697	0.005681818	0.005681818	0.005681818	0.001893939	0.007575758	0.011363636	0.001893939	0.015151515	0.003787879	0.013257576	0.011363636	0.009469697	0.011363636	0.009469697	0.009469697	0.003787879	0.017045455	0.003787879	0.005681818	0.007575758	0.009469697	0	0.003787879	0.001893939	0.005681818	0.013257576	0.003787879	0.001893939	0	0.007575758	0.005681818	0.001893939	0.011363636	0	0.005681818	0
