"SS"	"PromoterDistance"	"DistTerm"	"Distance"	"sameStrand"	"DownDistance"	"sameDownStrand"
"RAND_90"	-31.1	-754	1000	0	0	0	0
"RAND_89"	0	-157	1000	0	0	0	0
"RAND_69"	-61.7	-618	1000	0	0	0	0
"RAND_40"	-109.4	-1000	1000	0	1	0	1
"RAND_137"	-26.9	-450	362	0	1	0	1
"RAND_84"	-23.6	0	1000	0	0	0	0
"RAND_125"	-36.7	-276	1000	0	1	0	1
"RAND_156"	-25.1	-1000	1000	0	1	0	1
"RAND_182"	-34.3	-1000	1000	0	1	0	1
"RAND_143"	-88.5	-1000	1000	0	1	0	1
"RAND_52"	-14.7	-1000	1000	0	0	0	0
"RAND_61"	-12.5	-1000	1000	0	1	0	1
"RAND_111"	-37.9	-1000	1000	0	0	0	0
"RAND_80"	-17.9	-1000	1000	0	1	0	1
"RAND_14"	-21.2	-1000	1000	0	0	0	0
"RAND_10"	-104.1	-1000	1000	0	1	0	1
"RAND_92"	-52.7	-1000	1000	0	0	0	0
"RAND_30"	-27.8	-1000	1000	0	0	0	0
"RAND_91"	-6.1	-1000	1000	0	0	0	0
"RAND_181"	-74.9	-1000	1000	0	0	0	0
"RAND_55"	-60.4	-50	1000	0	1	0	1
"RAND_70"	-12.5	-1000	1000	0	0	0	0
"RAND_73"	-19.3	-1000	1000	-164	1	0	1
"RAND_133"	-89.9	-221	1000	0	1	0	1
"RAND_150"	-53.8	-1000	1000	0	0	0	0
"RAND_48"	-86	-880	1000	0	1	0	1
"RAND_81"	-15.2	-1000	1000	0	0	0	0
"RAND_189"	-11.2	-975	1000	0	1	0	1
"RAND_83"	-10.3	-416	1000	0	1	0	1
"RAND_11"	-54.5	-1000	1000	0	0	0	0
"RAND_166"	-14.2	-841	1000	0	1	58	0
"RAND_85"	-130	-687	1000	0	0	0	0
"RAND_110"	-5.3	-1000	1000	0	1	0	1
"RAND_31"	-131.5	-215	1000	0	1	0	1
"RAND_128"	-14.7	-1000	1000	0	1	0	1
"RAND_108"	0	-1000	1000	0	0	0	0
"RAND_157"	-4	-69	1000	0	0	0	0
"RAND_93"	-76.2	-1000	1000	0	1	0	1
"RAND_56"	-16.3	-1000	1000	0	1	0	1
"RAND_57"	-42.8	-312	1000	0	1	0	1
"RAND_188"	-80.9	-255	444	0	1	0	1
"RAND_129"	4.7	-1000	1000	0	1	0	1
"RAND_65"	-21.8	-1000	1000	0	1	0	1
"RAND_159"	-17.4	-959	1000	0	0	0	0
"RAND_175"	-18.8	-1000	1000	0	0	0	0
"RAND_161"	-86.1	-1000	1000	0	0	0	0
"RAND_27"	-29.9	0	1000	0	0	0	0
"RAND_47"	-76.9	-1000	1000	0	0	0	0
"RAND_99"	-31	-1000	1000	0	0	0	0
"RAND_50"	-72.5	-88	1000	-26	1	0	0
"RAND_148"	-8.7	-956	1000	0	1	0	1
"RAND_173"	-69.4	-1000	1000	0	0	0	0
"RAND_23"	-19.7	-1000	1000	0	0	0	0
"RAND_177"	-23.3	-1000	1000	0	1	0	1
"RAND_183"	-89.9	0	1000	0	1	0	1
"RAND_7"	-12	-1000	1000	-590	1	272	1
"RAND_54"	-33.3	-1000	1000	0	1	0	1
"RAND_76"	-40	-1000	1000	0	0	0	0
"RAND_59"	-79.22	-148	327	0	0	0	0
"RAND_158"	-18.7	-1000	1000	0	0	0	0
"RAND_25"	-17.7	-316	1000	0	0	0	0
"RAND_164"	-81.8	-1000	1000	0	1	0	1
"RAND_167"	-8.9	0	1000	0	1	0	1
"RAND_12"	-71.3	-215	1000	0	1	0	1
"RAND_86"	-148.8	-1000	1000	0	1	0	1
"RAND_123"	-82.1	-1000	1000	0	1	0	1
"RAND_9"	-133.3	-1000	1000	0	1	0	1
"RAND_33"	-11.5	-8	1000	0	0	0	0
"RAND_127"	-5.6	-913	1000	0	1	0	1
"RAND_132"	-31.8	-446	1000	0	1	0	1
"RAND_87"	-25.7	0	462	-180	0	0	1
"RAND_46"	-29.1	-978	1000	0	0	0	0
"RAND_174"	-16.2	0	1000	0	0	0	0
"RAND_35"	-41.9	-1000	1000	0	1	0	1
"RAND_43"	-20.1	-1000	1000	0	0	0	0
"RAND_124"	-91.6	-1000	1000	0	0	0	0
"RAND_75"	-30.1	-1000	1000	0	0	0	0
"RAND_176"	-17.1	-1000	1000	0	1	0	1
"RAND_64"	-20	-1000	1000	0	1	0	1
"RAND_78"	-100	0	1000	0	1	0	1
"RAND_101"	-14.2	-655	1000	0	1	0	1
"RAND_152"	-62.9	-1000	1000	0	0	142	1
"RAND_162"	-38.7	-1000	1000	0	0	0	0
"RAND_36"	-81.9	-1000	1000	0	0	0	0
"RAND_82"	-23.2	-291	607	0	0	0	0
"RAND_119"	-17.4	-809	1000	0	0	0	0
"RAND_165"	-17	-1000	1000	0	1	0	1
"RAND_187"	-42.1	-1000	1000	0	0	0	1
"RAND_63"	-17.3	-1000	1000	0	0	0	0
"RAND_1"	-20.9	-1000	1000	0	0	0	0
"RAND_109"	-16.9	-1000	1000	0	1	0	1
"RAND_24"	-11	-997	1000	0	0	0	0
"RAND_144"	-34.24	-1000	1000	0	1	0	1
"RAND_20"	-18.1	-826	774	0	0	0	0
"RAND_97"	-88.4	-1000	1000	0	0	0	0
"RAND_39"	-17.2	-595	1000	0	1	0	1
"RAND_155"	-8.8	-1000	1000	0	1	0	1
"RAND_71"	-25.1	-1000	1000	0	1	0	1
"RAND_58"	-1.3	-1000	1000	-10	0	0	1
"RAND_146"	0	-1000	1000	0	1	666	1
"RAND_140"	-0.8	-1000	1000	0	0	0	0
"RAND_77"	-15	-562	1000	0	0	0	0
"RAND_117"	-2.3	-57	1000	0	1	0	1
"RAND_96"	-14.9	-1000	1000	0	0	0	0
"RAND_131"	-68	-9	1000	0	1	129	0
"RAND_115"	-11.4	-1000	1000	0	0	0	0
"RAND_100"	-13.8	-1000	1000	0	0	0	0
"RAND_139"	-18.2	-1000	1000	0	1	0	1
"RAND_16"	-38.6	-1000	1000	0	1	0	1
"RAND_134"	-9.5	-1000	1000	0	1	0	1
"RAND_15"	-9.2	-1000	1000	0	0	0	0
"RAND_171"	-48.2	-1000	1000	0	0	0	0
"RAND_153"	-18.4	-1000	1000	0	0	0	0
"RAND_172"	0	-201	1000	0	1	0	1
"RAND_145"	-122.7	-1000	1000	0	1	0	1
"RAND_120"	-6.6	-1000	1000	-58	1	0	1
"RAND_184"	-9	-1000	1000	0	1	0	1
"RAND_2"	-107.7	-1000	1000	0	0	0	0
"RAND_74"	-81.17	-456	1000	0	1	0	1
"RAND_179"	-30	-1000	1000	0	0	0	0
"RAND_186"	0	-1000	1000	0	0	0	0
"RAND_126"	-78.9	-659	1000	0	1	0	1
