"SS"	"PromoterDistance"	"DistTerm"	"Distance"	"sameStrand"	"DownDistance"	"sameDownStrand"
"RAND_299"	-40.1	-1000	305	0	1	0	1
"RAND_429"	-50.2	-1000	1000	0	1	66	0
"RAND_87"	-55.4	0	760	0	1	0	1
"RAND_448"	-16.9	-1000	1000	0	1	0	1
"RAND_65"	-74	-1000	1000	0	0	0	0
"RAND_184"	-36.5	-1000	1000	0	1	0	1
"RAND_345"	-44.5	-1000	0	-164	1	42	0
"RAND_54"	-60.9	-1000	212	0	1	0	1
"RAND_213"	-37.1	-1000	1000	0	1	0	1
"RAND_234"	-52	-219	1000	0	1	0	1
"RAND_60"	-31.3	-1000	1000	0	0	0	0
"RAND_176"	-22.6	-1000	1000	0	0	0	0
"RAND_100"	-7.3	-1000	1000	0	0	0	0
"RAND_440"	-53.7	-1000	1000	-3	0	12	1
"RAND_10"	-10.4	-170	1000	0	1	0	1
"RAND_357"	-56	-1000	1000	0	0	0	0
"RAND_4"	-13.5	-1000	1000	0	0	0	0
"RAND_307"	-24	0	1000	0	0	0	0
"RAND_419"	-19.1	-1000	1000	0	1	0	1
"RAND_360"	-16.5	-1000	1000	0	1	0	1
"RAND_264"	-23.3	-1000	688	0	1	0	1
"RAND_278"	-13.5	-1000	1000	0	0	0	0
"RAND_182"	-20.2	-1000	675	0	1	0	1
"RAND_263"	-73.9	-1000	0	0	0	68	0
"RAND_300"	-46.4	-771	1000	0	1	0	1
"RAND_217"	-47.3	-1000	1000	0	0	0	0
"RAND_181"	-20.1	-1000	1000	0	0	0	0
"RAND_412"	-9.7	-1000	1000	0	1	0	1
"RAND_204"	-30.84	-1000	1000	0	1	0	1
"RAND_273"	-12.1	-1000	1000	0	0	0	0
"RAND_169"	-22.2	-907	543	0	1	0	1
"RAND_6"	-29.3	-1000	1000	0	0	0	0
"RAND_281"	-36.71	-1000	970	0	1	0	1
"RAND_304"	-39.5	0	576	-1724	1	4542	0
"RAND_235"	-8	-78	468	-1927	1	4434	0
"RAND_293"	-62.2	0	0	-2393	0	3819	1
"RAND_393"	-39.4	-441	1000	-304	0	586	0
"RAND_416"	-79.6	-1000	1000	0	0	0	0
"RAND_122"	-40.7	-1000	1000	0	0	0	0
"RAND_24"	-53.9	-1000	1000	0	1	0	1
"RAND_303"	-17.8	-252	1000	-1466	1	67	1
"RAND_385"	-54.5	-1000	1000	0	0	0	0
"RAND_324"	-70.1	-1000	1000	0	0	0	0
"RAND_394"	-63.2	-1000	1000	0	0	0	0
"RAND_28"	-6.6	-1000	1000	0	1	0	1
"RAND_441"	-43.9	-1000	1000	0	1	0	1
"RAND_274"	-22.9	-1000	1000	0	0	0	0
"RAND_314"	-8.8	-1000	1000	0	0	0	0
"RAND_64"	-23.6	-1000	0	-169	0	0	0
"RAND_141"	-21	-1000	1000	0	0	0	0
"RAND_78"	-35.8	-669	1000	0	1	0	1
"RAND_218"	-60	-948	1000	0	0	0	0
"RAND_256"	-57.3	-1000	1000	0	1	0	1
"RAND_96"	-15.5	-698	1000	0	0	0	0
"RAND_168"	-39.4	-1000	1000	0	1	0	1
"RAND_30"	-50.7	-87	1000	0	0	0	0
"RAND_222"	-61.3	-1000	1000	0	0	0	0
"RAND_33"	-38	-1000	1000	0	1	0	1
"RAND_403"	-15.8	-1000	1000	0	0	0	0
"RAND_178"	-7.2	-1000	1000	0	0	0	0
"RAND_117"	-22.68	-826	1000	-13	1	0	1
"RAND_372"	-17.2	-1000	1000	0	0	0	0
"RAND_219"	-37.2	-1000	1000	0	0	0	0
"RAND_69"	-64.6	-1000	1000	0	0	0	1
"RAND_52"	-25.1	-1000	1000	0	0	0	0
"RAND_202"	-21.2	-1000	1000	-14	0	0	0
"RAND_197"	-14.3	-1000	1000	0	1	0	1
"RAND_7"	-19	-113	891	0	1	0	1
"RAND_97"	-13.9	-1000	1000	0	1	0	1
"RAND_56"	-40.6	-1000	1000	0	0	0	0
"RAND_301"	-57.1	-479	1000	-3211	0	759	1
"RAND_2"	-14.3	-651	76	-147	1	225	0
"RAND_121"	-49.8	-1000	0	-230	0	317	0
"RAND_110"	-73.3	-59	1000	0	0	0	0
"RAND_272"	-7.4	-1000	1000	0	0	0	0
"RAND_136"	-22.8	-232	1000	0	1	0	1
"RAND_267"	-78.7	-1000	1000	0	0	0	0
"RAND_16"	-16.2	-683	1000	0	1	0	1
"RAND_381"	-63.7	-319	1000	0	0	0	0
"RAND_369"	-43.52	0	1000	-914	0	840	0
"RAND_109"	-49.6	-1000	1000	0	0	0	0
"RAND_373"	-7.6	-1000	1000	0	0	0	0
"RAND_231"	-19.2	-1000	1000	0	1	0	1
"RAND_342"	-33.5	-372	1000	0	0	0	0
"RAND_58"	-7.5	-1000	1000	0	0	0	0
"RAND_150"	-25.5	-1000	1000	-89	1	17	0
"RAND_288"	-67.9	-747	1000	0	0	0	0
"RAND_439"	-35.4	-1000	1000	0	0	0	0
"RAND_107"	-26	-1000	1000	0	1	0	1
"RAND_399"	-23.3	-1000	1000	-26	1	174	0
"RAND_203"	-64.1	-1000	1000	0	0	0	0
"RAND_305"	-66.3	-1000	968	0	1	0	1
"RAND_438"	-48.7	-1000	1000	0	0	366	1
"RAND_374"	3.1	-1000	1000	0	0	0	0
"RAND_406"	-22.8	-643	1000	0	1	0	1
"RAND_225"	-16.8	-1000	1000	0	0	0	0
"RAND_282"	-49.2	-1000	1000	0	0	0	0
"RAND_12"	-15.4	-1000	1000	0	0	0	0
"RAND_333"	-54.3	-93	1000	0	0	0	0
"RAND_243"	-46.5	-1000	1000	0	1	178	1
"RAND_188"	-5.6	-1000	1000	0	0	0	0
"RAND_248"	-64	-1000	1000	0	1	0	1
"RAND_72"	-62.4	-1000	1000	0	0	0	0
"RAND_417"	-26.3	-1000	1000	0	1	0	1
"RAND_45"	0.4	-1000	730	-306	1	109	0
"RAND_364"	-28.2	-1000	1000	0	0	0	0
"RAND_127"	-52.3	-1000	1000	0	0	0	0
"RAND_401"	-20.6	-1000	1000	0	0	0	0
"RAND_302"	-29.8	-1000	1000	0	1	0	1
"RAND_196"	-12.9	-1000	1000	0	0	0	0
"RAND_390"	-53.6	-1000	1000	0	1	0	1
"RAND_62"	-24.5	-1000	279	0	0	0	0
"RAND_331"	-17.4	-1000	1000	0	0	0	0
"RAND_63"	-45.5	-66	1000	0	1	0	1
"RAND_165"	-26.2	0	1000	-151	0	0	1
"RAND_363"	-21.4	-817	1000	0	0	0	0
"RAND_443"	-69.7	-1000	1000	0	1	0	1
"RAND_47"	-36.7	-4	1000	0	1	0	1
"RAND_86"	-24	-1000	1000	0	0	0	0
"RAND_230"	-10.2	-798	1000	0	1	0	1
"RAND_145"	-2.1	-1000	1000	0	1	0	1
"RAND_377"	-13.5	-1000	1000	0	0	0	0
"RAND_341"	-56.6	-1000	1000	0	1	0	1
"RAND_442"	-29.9	-1000	1000	0	0	0	0
"RAND_242"	-25.1	-1000	124	0	1	0	1
"RAND_291"	-42.5	-1000	1000	0	0	0	0
"RAND_238"	4.9	-1000	1000	0	0	0	0
"RAND_404"	-25.8	-1000	1000	0	0	0	0
"RAND_226"	-30.9	-1000	1000	0	1	0	1
"RAND_368"	-22.6	-432	1000	0	0	0	0
"RAND_323"	-21.4	-103	1000	0	0	0	0
"RAND_17"	-8.3	-58	472	0	1	0	1
"RAND_332"	-19.3	-1000	1000	0	1	0	1
"RAND_431"	-46.6	-703	902	0	0	0	0
"RAND_106"	-24.1	-1000	1000	0	1	0	1
"RAND_153"	-69	-1000	1000	0	0	0	0
"RAND_289"	-42.5	-357	0	-141	1	0	0
"RAND_249"	-41.1	-1000	75	0	1	0	1
"RAND_378"	-44.34	-297	960	0	1	0	1
"RAND_388"	-10.3	-1000	1000	0	1	0	1
"RAND_446"	-29.2	-1000	253	0	0	0	0
"RAND_351"	-23.6	-251	1000	0	1	42	1
"RAND_190"	-15.6	-1000	1000	0	1	0	1
"RAND_162"	-62.2	-699	1000	0	1	0	1
"RAND_227"	-39.1	-1000	1000	0	0	0	0
"RAND_344"	-32.1	-1000	1000	0	1	0	1
"RAND_336"	-55.1	-1000	1000	0	1	0	1
"RAND_398"	-63.9	-1000	0	-82	0	72	1
"RAND_99"	-91.2	-345	1000	0	0	33	0
"RAND_172"	-22	-656	1000	0	0	154	0
"RAND_426"	-48.3	-1000	1000	0	0	0	0
"RAND_144"	-71	-1000	1000	0	1	0	1
"RAND_435"	-24.6	-1000	1000	0	1	0	1
"RAND_61"	-30.6	-1000	1000	0	0	0	0
"RAND_40"	-21.8	-957	1000	-915	1	235	0
"RAND_177"	-66.5	-578	1000	0	1	0	1
"RAND_447"	-16.5	-1000	1000	0	1	0	1
"RAND_346"	-43.1	-645	1000	-290	1	65	1
"RAND_35"	-61.6	-948	220	0	1	0	1
"RAND_108"	-82.5	-96	1000	0	1	0	1
"RAND_414"	-61.5	-1000	1000	0	0	0	0
"RAND_339"	-63.5	-680	1000	0	1	0	1
"RAND_186"	-34.9	-753	1000	0	1	0	1
"RAND_166"	-59.4	-42	1000	0	0	0	0
"RAND_206"	-50.6	-87	1000	0	0	0	0
"RAND_77"	-38.3	-16	1000	0	1	0	1
"RAND_437"	-43.3	-1000	1000	0	1	0	1
"RAND_68"	-90.5	-321	1000	-61	1	3229	1
"RAND_224"	-4.2	-462	1000	0	1	0	1
"RAND_159"	-44.6	-934	1000	0	0	0	0
"RAND_318"	-8.5	-1000	1000	0	0	0	0
"RAND_397"	-36.1	-1000	1000	0	0	0	0
"RAND_101"	-70.2	-1000	1000	-21	0	0	0
"RAND_253"	-13.2	-1000	1000	0	0	0	0
"RAND_174"	-35.6	-1000	1000	0	1	0	1
"RAND_135"	-34	-1000	1000	0	1	0	1
"RAND_1"	-34.2	-1000	1000	0	1	0	1
"RAND_371"	-69.5	-1000	1000	0	1	0	1
"RAND_232"	-10.8	0	185	-286	0	6	0
"RAND_105"	-41.1	0	204	-305	0	0	0
"RAND_268"	-19.3	-765	1000	0	1	0	1
"RAND_271"	-44.3	-935	1000	0	1	0	0
"RAND_420"	-19.9	0	1000	-14	1	0	1
"RAND_260"	-55.1	-1000	1000	0	0	0	0
"RAND_228"	-36.1	-1000	1000	0	0	0	0
"RAND_158"	-99	-1000	9	0	1	0	1
"RAND_321"	-25.9	-1000	306	0	0	0	0
"RAND_111"	-96.5	-1000	1000	0	1	0	1
"RAND_179"	-25.5	-555	1000	0	1	0	1
"RAND_187"	-16.2	-1000	1000	0	1	0	1
"RAND_91"	-23.59	-549	1000	0	0	0	0
"RAND_315"	-20.9	-1000	1000	0	1	0	1
"RAND_48"	-23.5	-367	1000	0	1	0	1
"RAND_319"	-23.8	-1000	1000	0	0	0	0
"RAND_214"	-28.3	-1000	1000	0	0	0	0
"RAND_444"	-23.3	-1000	1000	0	1	0	1
"RAND_79"	-45.5	-1000	1000	0	0	0	0
"RAND_366"	-27.7	-1000	1000	-38	1	113	0
"RAND_254"	-7.2	-494	1000	-910	1	141	1
"RAND_328"	-7.4	-216	1000	0	1	0	1
"RAND_161"	-64.4	-1000	1000	0	1	0	1
"RAND_356"	-32.1	-1000	512	0	1	0	1
"RAND_183"	-35	-1000	327	0	1	0	1
"RAND_43"	-15.6	-1000	1000	0	0	0	0
"RAND_402"	-77.4	-1000	399	0	1	0	1
"RAND_83"	-40.6	-1000	664	0	1	0	1
"RAND_130"	-16.5	-837	1000	0	1	0	1
"RAND_269"	-7.8	-1000	211	-291	1	384	1
"RAND_171"	-68.3	-1000	1000	-813	1	780	0
"RAND_20"	-74.9	-1000	1000	0	0	0	0
"RAND_80"	-45.8	-1000	1000	0	1	0	1
"RAND_250"	-58.5	-1000	1000	-27	0	443	1
"RAND_126"	-65.6	-224	810	-133	1	315	0
"RAND_32"	-63.4	-1000	996	0	1	0	1
"RAND_384"	-68.8	-718	1000	0	0	0	0
"RAND_67"	-22.4	-1000	1000	0	1	0	1
"RAND_286"	-30.1	-1000	1000	0	1	0	1
"RAND_383"	-58.45	-1000	1000	0	1	0	1
"RAND_157"	-30.9	-354	1000	-265	0	48	1
"RAND_428"	-55.8	-1000	129	0	1	0	1
"RAND_294"	-26.2	-1000	1000	0	1	0	1
"RAND_413"	-24.8	-1000	1000	0	0	0	0
"RAND_140"	-27.9	-1000	1000	0	0	0	0
"RAND_277"	-14.6	-856	255	0	0	0	0
"RAND_173"	-65.3	-1000	1000	0	0	0	0
"RAND_246"	-72.4	-1000	1000	0	1	0	1
"RAND_418"	-15.9	-1000	416	-793	0	264	1
"RAND_18"	-54.72	-306	1000	0	1	0	1
"RAND_14"	-23.1	-1000	297	0	1	0	1
"RAND_42"	-78.9	-1000	1000	0	0	0	0
"RAND_241"	-33.9	-1000	1000	0	1	0	1
"RAND_23"	-78.5	-1000	1000	0	0	0	0
"RAND_379"	-27.8	-1000	1000	0	0	43	0
"RAND_193"	-9.4	-880	1000	0	1	0	1
"RAND_347"	-52.8	-1000	1000	-72	0	0	0
"RAND_354"	-44.6	-1000	1000	-74	1	3	1
"RAND_255"	-55.3	-469	645	-47	0	677	0
"RAND_275"	-25.3	-686	491	-264	0	523	0
"RAND_283"	-12	-1000	1000	-442	1	375	1
"RAND_237"	-28.4	-1000	1000	0	0	0	0
"RAND_46"	-8.17	-1000	1000	0	0	30	0
"RAND_8"	-4	-1000	1000	0	0	479	0
"RAND_115"	-30.4	-1000	1000	0	1	0	1
"RAND_152"	-7.1	-1000	1000	0	0	0	0
"RAND_375"	-41.5	-1000	185	0	1	0	1
"RAND_290"	-90.7	0	432	0	1	0	1
"RAND_195"	-28.6	-1000	928	0	1	0	1
"RAND_25"	-49.3	-1000	1000	0	0	0	0
"RAND_200"	-93.4	-1000	1000	0	1	0	1
"RAND_425"	-83.6	-1000	1000	0	0	0	0
"RAND_148"	-12.4	-1000	1000	0	1	0	1
"RAND_355"	-23	-1000	1000	0	0	0	0
"RAND_348"	-57	-1000	291	0	0	0	0
"RAND_320"	-36.2	-21	1000	0	0	0	0
"RAND_39"	-34.7	-1000	1000	-1372	0	360	1
"RAND_430"	-45.7	-1000	146	0	1	0	1
"RAND_308"	-35.27	-1000	1000	0	1	0	1
"RAND_362"	-30.9	-1000	1000	0	0	0	0
"RAND_93"	-26	0	1000	0	1	0	1
"RAND_358"	-22.2	-1000	1000	0	0	0	0
"RAND_207"	-53.8	-296	1000	0	1	0	1
"RAND_151"	-7.68	-1000	1000	0	0	0	0
"RAND_229"	-31.7	-1000	901	0	1	0	1
"RAND_212"	-46.5	-991	871	-1071	1	914	0
"RAND_297"	-40.1	-987	0	-67	0	179	0
"RAND_73"	-11.4	-1000	1000	0	0	0	0
"RAND_139"	-31.3	-1000	1000	0	0	0	0
"RAND_240"	-29	-1000	1000	0	1	0	1
"RAND_66"	-82.2	-1000	1000	0	0	0	0
"RAND_51"	-25.6	-1000	1000	0	0	0	0
"RAND_21"	-100.6	-223	1000	0	1	0	1
"RAND_287"	-25.1	-447	1000	0	1	0	1
"RAND_55"	-4.3	-1000	1000	0	0	0	0
"RAND_149"	-35.3	-1000	1000	0	0	0	0
"RAND_50"	-26.3	-1000	1000	0	1	0	1
"RAND_94"	-15	-1000	1000	-279	1	0	1
"RAND_284"	-34.6	-1000	803	0	0	0	0
"RAND_137"	-25.9	-1000	1000	0	1	0	1
"RAND_450"	-19	-1000	1000	0	1	0	1
"RAND_59"	-18.9	-1000	1000	-55	1	0	1
"RAND_257"	-40.64	-1000	1000	0	0	334	1
"RAND_352"	-34.8	-607	1000	0	1	0	1
"RAND_104"	-22.8	-1000	1000	0	1	0	1
"RAND_13"	-7.4	-941	1000	0	0	0	0
"RAND_407"	-19.6	-1000	1000	-87	0	136	0
"RAND_436"	-40.5	-1000	1000	0	0	0	0
"RAND_84"	-49.7	-490	579	0	1	0	1
"RAND_326"	-50.7	-1000	1000	0	0	0	0
"RAND_74"	-39.1	-1000	1000	0	1	0	1
"RAND_389"	-25	-1000	288	0	0	0	0
"RAND_392"	-33.4	0	1000	0	1	0	1
"RAND_310"	-41.9	-528	1000	0	0	0	1
"RAND_129"	-32.1	-864	1000	0	0	0	0
"RAND_102"	-9.4	-1000	1000	-655	1	241	0
"RAND_221"	-35	-1000	1000	0	0	0	0
"RAND_265"	-19.3	-173	1000	0	0	0	0
"RAND_340"	-31.9	-516	806	0	1	0	1
"RAND_410"	-39.3	-1000	1000	0	0	0	0
"RAND_216"	-59.77	-1000	815	0	0	0	0
"RAND_113"	-75.3	-1000	369	0	1	0	1
"RAND_170"	-52.6	-543	630	0	1	0	1
"RAND_396"	-33.2	-211	1000	0	0	0	0
"RAND_163"	-7.2	-309	1000	0	1	0	1
"RAND_209"	-44.7	-49	1000	0	1	0	1
"RAND_433"	-2.7	-1000	1000	0	0	0	0
"RAND_322"	-3.4	0	1000	0	1	793	1
"RAND_201"	-51.8	-1000	1000	0	0	0	0
"RAND_134"	-16.7	-1000	1000	0	1	0	1
"RAND_370"	-9.7	-437	1000	0	0	0	0
"RAND_26"	-56.7	-1000	1000	0	0	0	0
"RAND_89"	-24.4	-1000	1000	0	1	0	1
"RAND_317"	-9.8	-1000	1000	0	0	0	0
"RAND_295"	-29.6	-230	1000	0	1	0	1
"RAND_309"	-24.4	-1000	1000	0	0	0	0
"RAND_427"	-24.7	-1000	752	0	0	0	0
"RAND_408"	-13	-1000	290	-191	0	0	1
"RAND_311"	-34.8	-1000	1000	0	0	0	0
"RAND_103"	-14.7	-1000	888	0	1	0	1
"RAND_143"	-25.3	-185	1000	0	0	0	0
"RAND_449"	-20.5	-1000	1000	0	1	0	1
"RAND_38"	-40.9	-1000	1000	-161	1	106	0
"RAND_422"	-13	-1000	1000	0	1	0	1
"RAND_353"	-18.87	-1000	1000	0	1	0	1
"RAND_160"	-45.1	-1000	1000	-122	1	0	1
"RAND_37"	-35.4	-1000	1000	0	0	12	0
"RAND_258"	-48.4	-1000	1000	0	0	0	0
"RAND_11"	-55.6	-1000	1000	0	0	0	0
"RAND_367"	-21.1	-1000	1000	0	1	0	1
"RAND_259"	-50.2	-1000	1000	0	1	0	1
"RAND_313"	-6.5	-1000	1000	-5017	0	4352	0
"RAND_3"	-11.3	-1000	1000	-8971	1	372	1
"RAND_380"	-51.9	-1000	1000	0	0	0	0
"RAND_95"	-30.7	-1000	1000	0	0	0	0
"RAND_71"	-61.6	-1000	1000	0	0	0	0
"RAND_146"	-52.3	-1000	1000	0	0	0	0
"RAND_365"	-19.8	-103	1000	0	1	0	1
"RAND_198"	-42.6	-1000	1000	0	0	0	0
"RAND_119"	-31.4	-1000	1000	0	1	54	1
"RAND_276"	-33.5	-1000	1000	0	1	0	1
"RAND_251"	-58.6	0	1000	-43	0	60	1
"RAND_131"	-21.6	-1000	1000	0	0	0	0
"RAND_285"	-53.9	-1000	1000	0	0	0	0
"RAND_395"	-38.8	-1000	1000	0	0	0	0
"RAND_210"	-44.5	-1000	1000	0	1	0	1
"RAND_156"	-53	-1000	1000	0	0	0	0
"RAND_279"	-58.3	-1000	618	0	1	0	1
"RAND_409"	-19	-1000	1000	0	0	0	0
"RAND_191"	-67.8	-1000	1000	0	1	0	1
"RAND_9"	-85.1	-1000	1000	0	0	0	0
"RAND_211"	-61.9	-1000	1000	0	0	0	0
"RAND_116"	-52.34	-1000	1000	0	0	0	0
"RAND_359"	-13.8	-1000	1000	0	0	0	0
"RAND_400"	-33.4	-1000	1000	0	0	0	0
"RAND_85"	-27.5	-722	640	0	1	0	1
"RAND_155"	-65.8	-1000	1000	0	1	0	1
