id	SS	PromoterDistance	DistTerm	Distance	sameStrand	DownDistance	sameDownStrand	AAAA/TTTT	AAAC/GTTT	AAAG/CTTT	AAAT/ATTT	AACA/TGTT	AACC/GGTT	AACG/CGTT	AACT/AGTT	AAGA/TCTT	AAGC/GCTT	AAGG/CCTT	AAGT/ACTT	AATA/TATT	AATC/GATT	AATG/CATT	AATT/AATT	ACAA/TTGT	ACAC/GTGT	ACAG/CTGT	ACAT/ATGT	ACCA/TGGT	ACCC/GGGT	ACCG/CGGT	ACCT/AGGT	ACGA/TCGT	ACGC/GCGT	ACGG/CCGT	ACGT/ACGT	ACTA/TAGT	ACTC/GAGT	ACTG/CAGT	AGAA/TTCT	AGAC/GTCT	AGAG/CTCT	AGAT/ATCT	AGCA/TGCT	AGCC/GGCT	AGCG/CGCT	AGCT/AGCT	AGGA/TCCT	AGGC/GCCT	AGGG/CCCT	AGTA/TACT	AGTC/GACT	AGTG/CACT	ATAA/TTAT	ATAC/GTAT	ATAG/CTAT	ATAT/ATAT	ATCA/TGAT	ATCC/GGAT	ATCG/CGAT	ATGA/TCAT	ATGC/GCAT	ATGG/CCAT	ATTA/TAAT	ATTC/GAAT	ATTG/CAAT	CAAA/TTTG	CAAC/GTTG	CAAG/CTTG	CACA/TGTG	CACC/GGTG	CACG/CGTG	CAGA/TCTG	CAGC/GCTG	CAGG/CCTG	CATA/TATG	CATC/GATG	CATG/CATG	CCAA/TTGG	CCAC/GTGG	CCAG/CTGG	CCCA/TGGG	CCCC/GGGG	CCCG/CGGG	CCGA/TCGG	CCGC/GCGG	CCGG/CCGG	CCTA/TAGG	CCTC/GAGG	CGAA/TTCG	CGAC/GTCG	CGAG/CTCG	CGCA/TGCG	CGCC/GGCG	CGCG/CGCG	CGGA/TCCG	CGGC/GCCG	CGTA/TACG	CGTC/GACG	CTAA/TTAG	CTAC/GTAG	CTAG/CTAG	CTCA/TGAG	CTCC/GGAG	CTGA/TCAG	CTGC/GCAG	CTTA/TAAG	CTTC/GAAG	GAAA/TTTC	GAAC/GTTC	GACA/TGTC	GACC/GGTC	GAGA/TCTC	GAGC/GCTC	GATA/TATC	GATC/GATC	GCAA/TTGC	GCAC/GTGC	GCCA/TGGC	GCCC/GGGC	GCGA/TCGC	GCGC/GCGC	GCTA/TAGC	GGAA/TTCC	GGAC/GTCC	GGCA/TGCC	GGCC/GGCC	GGGA/TCCC	GGTA/TACC	GTAA/TTAC	GTAC/GTAC	GTCA/TGAC	GTGA/TCAC	GTTA/TAAC	TAAA/TTTA	TACA/TGTA	TAGA/TCTA	TATA/TATA	TCAA/TTGA	TCCA/TGGA	TCGA/TCGA	TGAA/TTCA	TGCA/TGCA	TTAA/TTAA	Class
C_trachomatis_RAND_49	-9	-65	1000	0	0	0	0	0.084337349	0.012048193	0.012048193	0.024096386	0.012048193	0	0	0.012048193	0.024096386	0	0.024096386	0.024096386	0.012048193	0.024096386	0	0	0.012048193	0	0	0.012048193	0	0.012048193	0	0	0.012048193	0	0	0	0	0	0.012048193	0.024096386	0	0	0.012048193	0	0	0	0	0.024096386	0	0.012048193	0	0.024096386	0	0.036144578	0	0	0	0.012048193	0	0.036144578	0.012048193	0	0	0	0.012048193	0	0.012048193	0.012048193	0.012048193	0.012048193	0	0	0	0	0	0.012048193	0.024096386	0	0	0.012048193	0.012048193	0	0	0	0	0	0	0.012048193	0	0	0.048192771	0	0	0	0	0	0	0	0.012048193	0.012048193	0	0	0	0.012048193	0	0	0.036144578	0.012048193	0.024096386	0.012048193	0	0.012048193	0.012048193	0	0.012048193	0	0.012048193	0	0.012048193	0	0	0	0	0.024096386	0	0.012048193	0	0	0	0	0	0	0	0	0.012048193	0	0	0	0.012048193	0.012048193	0.036144578	0.012048193	0	0	0
C_trachomatis_RAND_68	-4.4	-121	1000	0	1	0	1	0.032258065	0.010752688	0.010752688	0.021505376	0.010752688	0.010752688	0	0.010752688	0	0.021505376	0	0.010752688	0	0	0	0.010752688	0	0.021505376	0	0	0.021505376	0.021505376	0	0	0	0	0	0	0.010752688	0	0	0	0.010752688	0.064516129	0	0.010752688	0	0.021505376	0.021505376	0.021505376	0.010752688	0.010752688	0	0	0.010752688	0.010752688	0	0.010752688	0	0	0	0.021505376	0	0	0	0	0	0	0.021505376	0.010752688	0.010752688	0.010752688	0.010752688	0	0	0	0.021505376	0	0	0	0.032258065	0	0	0.010752688	0	0	0	0	0	0	0.021505376	0	0	0.021505376	0	0.010752688	0	0	0	0	0	0.032258065	0.010752688	0	0	0.021505376	0	0.021505376	0.010752688	0	0	0	0	0.010752688	0.064516129	0.021505376	0.021505376	0	0.010752688	0	0	0	0.010752688	0.010752688	0.032258065	0	0	0	0	0	0.010752688	0	0	0	0	0.010752688	0.021505376	0	0.010752688	0	0	0	0.021505376	0	0.010752688	0	0
C_trachomatis_RAND_17	-6.7	0	1000	0	0	0	0	0.019047619	0.00952381	0.019047619	0.019047619	0.047619048	0.019047619	0.00952381	0.00952381	0.038095238	0.00952381	0	0.00952381	0.00952381	0.019047619	0	0	0.047619048	0	0.019047619	0	0	0.019047619	0.00952381	0	0.00952381	0.00952381	0	0	0	0	0	0.038095238	0	0.00952381	0.019047619	0	0	0.019047619	0	0.00952381	0	0	0	0	0	0.00952381	0	0.00952381	0.00952381	0.019047619	0	0.00952381	0.00952381	0.00952381	0	0	0	0.00952381	0.028571429	0.019047619	0.00952381	0.00952381	0	0	0.019047619	0	0.00952381	0.00952381	0.00952381	0	0.019047619	0.00952381	0	0.019047619	0	0	0	0.00952381	0	0	0	0.019047619	0.00952381	0	0.00952381	0	0.00952381	0	0	0	0.00952381	0	0	0	0	0	0.00952381	0	0.00952381	0.019047619	0.019047619	0.038095238	0	0	0	0.00952381	0.019047619	0	0	0	0	0	0.00952381	0.00952381	0	0.019047619	0	0	0	0	0.00952381	0	0.00952381	0	0	0.019047619	0	0.00952381	0.00952381	0	0	0	0.00952381	0	0	0.00952381	0
C_trachomatis_RAND_20	-19.7	-13	0	0	1	69	0	0.036144578	0.024096386	0.024096386	0.012048193	0.024096386	0	0.036144578	0	0.024096386	0.012048193	0	0.012048193	0.012048193	0	0.012048193	0	0.012048193	0.012048193	0.012048193	0	0	0	0.024096386	0	0	0.012048193	0.012048193	0.024096386	0	0.012048193	0	0.024096386	0.012048193	0.024096386	0	0	0	0.024096386	0.012048193	0	0	0	0	0.024096386	0	0	0.036144578	0	0	0	0	0	0.012048193	0	0.012048193	0	0	0.012048193	0.012048193	0	0	0	0.012048193	0	0	0.012048193	0	0.012048193	0	0	0	0	0	0	0	0	0	0.012048193	0	0	0	0	0	0	0	0	0.024096386	0	0	0.036144578	0	0.036144578	0	0	0.012048193	0	0	0	0.012048193	0.012048193	0.024096386	0	0	0	0.012048193	0.012048193	0	0	0	0	0	0	0	0.024096386	0.012048193	0.012048193	0	0	0	0	0.012048193	0.024096386	0	0.012048193	0	0.024096386	0.024096386	0.012048193	0.024096386	0.012048193	0.012048193	0.012048193	0	0	0	0	0
C_trachomatis_RAND_34	-15.6	-528	0	-96	0	111	1	0.019047619	0	0.019047619	0.00952381	0	0.019047619	0.019047619	0.019047619	0.00952381	0.019047619	0	0	0.00952381	0	0.00952381	0	0	0	0	0	0.00952381	0	0.019047619	0.00952381	0.019047619	0.028571429	0.00952381	0	0	0.00952381	0.00952381	0.00952381	0	0.019047619	0.00952381	0.00952381	0.038095238	0	0.00952381	0	0.00952381	0	0	0	0	0.00952381	0.00952381	0.00952381	0	0	0.00952381	0.00952381	0	0.00952381	0.00952381	0	0.00952381	0	0.00952381	0.019047619	0.00952381	0	0	0	0	0	0	0.00952381	0	0	0.028571429	0	0	0	0	0.00952381	0.00952381	0	0.019047619	0.019047619	0	0.019047619	0.019047619	0	0.00952381	0	0.00952381	0.00952381	0.019047619	0.028571429	0.00952381	0.019047619	0.019047619	0	0.00952381	0.019047619	0.00952381	0	0	0	0	0.019047619	0	0.00952381	0.019047619	0.019047619	0.00952381	0.00952381	0.00952381	0	0.00952381	0	0	0	0.019047619	0	0	0	0	0.00952381	0.00952381	0.00952381	0	0	0	0.019047619	0.019047619	0	0.00952381	0	0	0.00952381	0.00952381	0	0	0	0
C_trachomatis_RAND_39	-10.07	-27	1000	0	0	0	0	0	0.012048193	0.012048193	0	0	0.012048193	0.012048193	0	0.024096386	0.024096386	0.024096386	0	0.012048193	0	0.024096386	0	0	0	0.024096386	0.012048193	0	0	0.012048193	0	0.012048193	0	0.012048193	0	0	0	0	0.012048193	0	0.048192771	0.012048193	0	0.024096386	0	0.024096386	0.024096386	0.012048193	0	0	0	0	0.012048193	0	0	0.012048193	0	0.012048193	0.012048193	0	0.024096386	0	0.012048193	0.012048193	0	0.012048193	0.012048193	0.012048193	0.012048193	0	0.012048193	0.012048193	0.012048193	0	0	0.012048193	0	0.012048193	0.012048193	0	0	0	0	0	0.012048193	0	0	0.012048193	0	0	0	0.012048193	0	0	0.012048193	0	0	0	0.012048193	0	0	0.012048193	0.012048193	0	0	0.024096386	0.024096386	0	0	0.024096386	0	0.036144578	0.024096386	0.024096386	0	0.012048193	0	0	0	0	0	0.012048193	0.024096386	0.012048193	0	0	0	0	0	0	0.012048193	0.012048193	0	0.012048193	0	0	0	0.012048193	0.024096386	0	0	0.012048193	0.012048193	0
C_trachomatis_RAND_41	-11.6	-1000	1000	0	1	0	1	0.032258065	0.032258065	0	0.016129032	0.080645161	0	0.032258065	0.016129032	0	0	0	0.032258065	0	0.016129032	0	0	0.048387097	0.016129032	0.016129032	0	0.016129032	0	0	0	0	0	0	0.016129032	0	0	0.032258065	0	0	0	0	0.032258065	0	0	0	0	0	0	0	0.016129032	0.032258065	0	0	0	0	0.016129032	0	0	0	0	0	0	0	0	0.016129032	0.080645161	0.016129032	0	0.016129032	0.016129032	0	0.016129032	0	0	0	0	0	0.016129032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016129032	0	0	0	0.016129032	0	0	0	0	0.016129032	0.016129032	0	0.016129032	0.032258065	0	0	0	0	0	0	0	0.016129032	0.032258065	0	0	0	0	0.016129032	0.016129032	0	0	0	0	0	0	0	0.016129032	0	0.016129032	0	0	0	0	0.048387097	0	0	0.032258065	0.016129032	0	0
C_trachomatis_RAND_48	-7	-241	946	0	1	0	1	0	0	0.025641026	0	0	0	0	0	0.025641026	0	0	0.025641026	0	0.025641026	0	0	0.025641026	0	0	0.025641026	0	0	0	0	0	0	0	0	0	0	0	0.051282051	0	0.025641026	0.025641026	0	0	0	0	0.025641026	0.025641026	0	0	0.025641026	0	0	0.025641026	0.025641026	0	0.025641026	0	0	0.025641026	0.025641026	0	0	0	0.025641026	0	0	0	0.025641026	0	0	0.025641026	0	0	0	0.025641026	0.025641026	0	0	0.025641026	0	0	0	0	0	0	0.025641026	0.025641026	0	0.025641026	0	0	0	0	0	0	0	0	0	0	0	0	0.051282051	0	0	0	0.025641026	0.025641026	0	0	0	0.051282051	0	0	0	0	0.025641026	0	0	0.025641026	0	0	0	0	0.025641026	0	0	0	0	0	0	0	0	0	0.025641026	0	0.025641026	0	0.025641026	0	0	0	0	0
C_trachomatis_RAND_2	-15	-238	1000	0	0	0	0	0	0.018018018	0	0	0.009009009	0	0	0.018018018	0.009009009	0.009009009	0.009009009	0.018018018	0.009009009	0.009009009	0.009009009	0	0	0.009009009	0.009009009	0.018018018	0	0	0	0.018018018	0	0.009009009	0	0	0.018018018	0.027027027	0.018018018	0.009009009	0.018018018	0	0	0	0	0.009009009	0.009009009	0.009009009	0	0	0.018018018	0.027027027	0.018018018	0	0.009009009	0.009009009	0	0.009009009	0.018018018	0.009009009	0.018018018	0	0.009009009	0.009009009	0.009009009	0.009009009	0.009009009	0	0.018018018	0.009009009	0	0	0.018018018	0.009009009	0	0.009009009	0.027027027	0	0	0.009009009	0.009009009	0.009009009	0	0	0.009009009	0	0	0.018018018	0	0	0	0.009009009	0.009009009	0	0	0.009009009	0	0.009009009	0	0.009009009	0.027027027	0	0	0.018018018	0.018018018	0.009009009	0.009009009	0.018018018	0.009009009	0.009009009	0.009009009	0.009009009	0	0	0	0	0.018018018	0	0	0	0.009009009	0	0.009009009	0.009009009	0	0	0	0.009009009	0.009009009	0.009009009	0	0.027027027	0.009009009	0	0	0.009009009	0	0	0.018018018	0.018018018	0	0.036036036	0.009009009	0	0
C_trachomatis_RAND_3	-36.24	-465	859	0	1	1	1	0.039087948	0.013029316	0.026058632	0.016286645	0.009771987	0.003257329	0.009771987	0.003257329	0.026058632	0.003257329	0.013029316	0.006514658	0.006514658	0.013029316	0.016286645	0.006514658	0.009771987	0	0.006514658	0.009771987	0.003257329	0	0	0	0.003257329	0.009771987	0.006514658	0	0.016286645	0.003257329	0.006514658	0.022801303	0.013029316	0.006514658	0.013029316	0.009771987	0	0.003257329	0.003257329	0.006514658	0.013029316	0.009771987	0.009771987	0.016286645	0.003257329	0.006514658	0.003257329	0.009771987	0.003257329	0.003257329	0.016286645	0.009771987	0.016286645	0.013029316	0	0.013029316	0.009771987	0.009771987	0.016286645	0	0.006514658	0.003257329	0	0	0.006514658	0	0.009771987	0.009771987	0.013029316	0	0.003257329	0.003257329	0.006514658	0.003257329	0.006514658	0.009771987	0	0.003257329	0.006514658	0.006514658	0	0.003257329	0	0	0.006514658	0.006514658	0	0.009771987	0.003257329	0.003257329	0.006514658	0.016286645	0.006514658	0.006514658	0.006514658	0.003257329	0.003257329	0.006514658	0.003257329	0.013029316	0.022801303	0.013029316	0	0.003257329	0.013029316	0	0.009771987	0.003257329	0.006514658	0	0.003257329	0.003257329	0.003257329	0	0.016286645	0.016286645	0.003257329	0.009771987	0.003257329	0.019543974	0	0.003257329	0.006514658	0.009771987	0.003257329	0	0.016286645	0.013029316	0.009771987	0	0.013029316	0.003257329	0.003257329	0.016286645	0	0.003257329	0
C_trachomatis_RAND_4	-5.9	-719	1000	0	0	0	0	0.036144578	0	0.012048193	0.012048193	0	0	0.012048193	0.012048193	0	0.012048193	0.012048193	0	0	0.036144578	0.024096386	0	0	0	0.012048193	0.012048193	0	0	0	0	0	0.012048193	0.012048193	0	0	0.012048193	0.012048193	0	0	0.012048193	0.012048193	0.012048193	0.012048193	0.012048193	0	0.036144578	0.012048193	0	0	0	0.012048193	0.012048193	0	0.012048193	0	0	0.024096386	0.012048193	0	0	0.012048193	0.024096386	0.024096386	0	0	0.012048193	0	0.012048193	0	0	0.012048193	0	0.012048193	0.012048193	0	0	0	0.012048193	0	0	0.012048193	0.012048193	0.012048193	0.012048193	0	0.012048193	0.012048193	0.012048193	0	0	0.012048193	0.012048193	0	0.024096386	0	0	0.012048193	0.012048193	0	0	0	0.036144578	0.024096386	0	0	0.012048193	0.012048193	0	0	0	0.012048193	0.012048193	0.012048193	0	0.012048193	0.012048193	0.012048193	0	0.012048193	0	0.012048193	0.024096386	0	0	0	0.012048193	0	0.012048193	0	0.012048193	0	0.012048193	0	0.012048193	0	0	0	0.012048193	0	0.012048193	0	0	0
C_trachomatis_RAND_5	-11.6	-408	1000	0	0	0	0	0.028571429	0.019047619	0.019047619	0	0.028571429	0	0	0.00952381	0.00952381	0.00952381	0.019047619	0.00952381	0.00952381	0	0	0.00952381	0.019047619	0.00952381	0.00952381	0.028571429	0	0.00952381	0	0	0	0.00952381	0	0	0	0	0	0.019047619	0	0	0	0.00952381	0.00952381	0.019047619	0.00952381	0.038095238	0.00952381	0	0	0	0	0	0	0.028571429	0	0.00952381	0.019047619	0.019047619	0.00952381	0	0	0	0.00952381	0.019047619	0	0.019047619	0.019047619	0.00952381	0	0.00952381	0	0.019047619	0.00952381	0	0.019047619	0.00952381	0.00952381	0	0.00952381	0.019047619	0.00952381	0	0	0	0	0.019047619	0	0.00952381	0.00952381	0	0.019047619	0.00952381	0	0	0	0	0	0.00952381	0.00952381	0	0	0.00952381	0.00952381	0	0.00952381	0	0.028571429	0	0.019047619	0.00952381	0.00952381	0	0.019047619	0	0.019047619	0.00952381	0	0.00952381	0.019047619	0.00952381	0.028571429	0	0.00952381	0	0	0	0	0	0	0.00952381	0	0	0	0.00952381	0	0	0.00952381	0	0.00952381	0.00952381	0	0	0
C_trachomatis_RAND_6	-75.9	0	1000	0	1	0	1	0.012048193	0.009638554	0.012048193	0.014457831	0.009638554	0.004819277	0.004819277	0.002409639	0.019277108	0.019277108	0.007228916	0.009638554	0.01686747	0.004819277	0	0.007228916	0.009638554	0.012048193	0.002409639	0.002409639	0.007228916	0.002409639	0	0.004819277	0.004819277	0.007228916	0.002409639	0	0.007228916	0.004819277	0	0.026506024	0.004819277	0.01686747	0.012048193	0.009638554	0	0.007228916	0.007228916	0.009638554	0.007228916	0.021686747	0.002409639	0.007228916	0.009638554	0.009638554	0.012048193	0.012048193	0.004819277	0.004819277	0.024096386	0.004819277	0.004819277	0.014457831	0.012048193	0.007228916	0.004819277	0.009638554	0.004819277	0.009638554	0.014457831	0.004819277	0.004819277	0.002409639	0.004819277	0.004819277	0.004819277	0.004819277	0.009638554	0.009638554	0.019277108	0	0	0.007228916	0.004819277	0.004819277	0.002409639	0.004819277	0	0.012048193	0.019277108	0.002409639	0.004819277	0.007228916	0	0.007228916	0	0.002409639	0.002409639	0.007228916	0	0.012048193	0.002409639	0.004819277	0.014457831	0.012048193	0.007228916	0.007228916	0.004819277	0.024096386	0.012048193	0.002409639	0.002409639	0.002409639	0.024096386	0.002409639	0.01686747	0.007228916	0.004819277	0.002409639	0.009638554	0.002409639	0.002409639	0	0.004819277	0.009638554	0.002409639	0.009638554	0.002409639	0.028915663	0.002409639	0.002409639	0.002409639	0	0.007228916	0	0.01686747	0.009638554	0.012048193	0.002409639	0.004819277	0.007228916	0.004819277	0.004819277	0.004819277	0.002409639	0
C_trachomatis_RAND_7	-15.5	0	1000	0	0	0	0	0.028571429	0.007142857	0.021428571	0.035714286	0.007142857	0	0.007142857	0	0.014285714	0.007142857	0.014285714	0.014285714	0.035714286	0	0	0.007142857	0.014285714	0.007142857	0.014285714	0	0	0.007142857	0.007142857	0	0.021428571	0	0.007142857	0	0.014285714	0	0	0.021428571	0.007142857	0.014285714	0.028571429	0.007142857	0	0	0.007142857	0.014285714	0	0.014285714	0.007142857	0.014285714	0.007142857	0.014285714	0.035714286	0	0	0.007142857	0.007142857	0.007142857	0.007142857	0	0	0	0	0.014285714	0.021428571	0	0.007142857	0	0	0.007142857	0.014285714	0.007142857	0.007142857	0	0.007142857	0	0	0	0	0	0	0	0	0.007142857	0	0.007142857	0	0	0.014285714	0	0.021428571	0	0	0.007142857	0	0.014285714	0	0.007142857	0.007142857	0.021428571	0	0	0	0.014285714	0	0.021428571	0.014285714	0.007142857	0.007142857	0.007142857	0.014285714	0	0.014285714	0.014285714	0.007142857	0.007142857	0	0	0	0.007142857	0.007142857	0.021428571	0	0	0	0.007142857	0.007142857	0.007142857	0	0.007142857	0	0	0.028571429	0.021428571	0.028571429	0	0.014285714	0	0	0.007142857	0	0	0
C_trachomatis_RAND_8	-21.8	-965	1000	0	0	187	0	0.047619048	0.019047619	0.019047619	0	0.019047619	0	0.00952381	0	0.019047619	0.019047619	0	0	0.00952381	0.00952381	0.00952381	0.00952381	0	0.00952381	0	0.019047619	0	0	0	0	0	0.019047619	0	0.00952381	0	0.00952381	0	0.019047619	0	0.028571429	0.019047619	0.019047619	0.00952381	0	0	0.00952381	0.028571429	0	0.00952381	0	0	0.019047619	0	0.00952381	0.019047619	0	0	0	0	0.019047619	0	0.038095238	0.00952381	0	0.00952381	0	0.00952381	0	0	0.00952381	0	0	0.019047619	0.028571429	0	0	0	0	0.00952381	0	0	0	0	0.00952381	0	0	0.019047619	0	0	0	0	0.00952381	0.019047619	0.00952381	0	0.019047619	0	0	0	0	0.019047619	0.028571429	0.00952381	0	0.00952381	0	0.00952381	0.00952381	0	0	0.038095238	0.00952381	0.00952381	0	0.00952381	0	0	0	0	0.00952381	0	0.00952381	0	0.00952381	0	0.00952381	0	0.019047619	0.00952381	0	0	0	0.028571429	0.00952381	0.00952381	0.00952381	0.00952381	0.00952381	0	0	0	0.019047619	0
C_trachomatis_RAND_9	-38.8	-689	288	0	0	0	0	0.045563549	0.019184652	0.014388489	0.023980815	0.014388489	0.007194245	0.011990408	0.002398082	0.011990408	0.011990408	0.004796163	0.004796163	0.021582734	0.011990408	0.021582734	0	0.011990408	0	0.004796163	0.016786571	0.011990408	0.002398082	0.002398082	0.002398082	0.002398082	0	0.002398082	0.004796163	0.004796163	0.007194245	0.004796163	0.002398082	0.002398082	0.011990408	0.007194245	0.014388489	0.004796163	0.002398082	0.002398082	0.009592326	0.004796163	0.007194245	0.016786571	0.002398082	0	0.019184652	0.014388489	0.009592326	0.004796163	0.007194245	0.016786571	0.007194245	0.009592326	0.011990408	0.021582734	0.011990408	0.016786571	0.002398082	0.021582734	0.009592326	0.009592326	0.004796163	0.004796163	0	0.004796163	0	0.004796163	0.016786571	0.007194245	0.007194245	0.019184652	0.007194245	0	0.014388489	0.004796163	0	0.002398082	0	0	0.009592326	0.004796163	0.011990408	0.004796163	0.002398082	0.007194245	0.002398082	0	0.002398082	0	0.002398082	0	0.007194245	0.009592326	0	0.002398082	0.004796163	0	0.009592326	0.009592326	0	0.019184652	0.002398082	0.004796163	0.002398082	0.004796163	0.004796163	0.004796163	0.007194245	0.007194245	0	0.014388489	0	0.011990408	0	0.009592326	0.016786571	0	0.007194245	0.002398082	0.019184652	0.004796163	0.007194245	0	0.002398082	0.002398082	0.004796163	0.016786571	0.009592326	0.002398082	0.004796163	0.004796163	0.007194245	0.004796163	0.004796163	0	0.004796163	0
C_trachomatis_RAND_10	-29.81	-344	1000	0	1	0	1	0.007228916	0.01686747	0.002409639	0.014457831	0.024096386	0.014457831	0.007228916	0.019277108	0.007228916	0.004819277	0.004819277	0.004819277	0.007228916	0.012048193	0.01686747	0.009638554	0.009638554	0.004819277	0.021686747	0.01686747	0.009638554	0.007228916	0.002409639	0.002409639	0.009638554	0.002409639	0.004819277	0	0.009638554	0.007228916	0.009638554	0.014457831	0.007228916	0.014457831	0.007228916	0.014457831	0.002409639	0.002409639	0.007228916	0.014457831	0.002409639	0.004819277	0.009638554	0.002409639	0	0.01686747	0.007228916	0	0	0.007228916	0.004819277	0.007228916	0.007228916	0.012048193	0.002409639	0.019277108	0.007228916	0.014457831	0.01686747	0.012048193	0.007228916	0.004819277	0.002409639	0.007228916	0.014457831	0.014457831	0.004819277	0.009638554	0.012048193	0	0.009638554	0.004819277	0.002409639	0.004819277	0.002409639	0.002409639	0.002409639	0.002409639	0.002409639	0	0.012048193	0.004819277	0.004819277	0.004819277	0.007228916	0	0.004819277	0.004819277	0.004819277	0	0.002409639	0.012048193	0.004819277	0.004819277	0.009638554	0.009638554	0.004819277	0.014457831	0.004819277	0.007228916	0.004819277	0.014457831	0.009638554	0	0.014457831	0.004819277	0.002409639	0	0.021686747	0.002409639	0.002409639	0.002409639	0.004819277	0.004819277	0.009638554	0.007228916	0.002409639	0.009638554	0	0.002409639	0.002409639	0.014457831	0	0	0.002409639	0.021686747	0.012048193	0.014457831	0.007228916	0.002409639	0.009638554	0.002409639	0.002409639	0.007228916	0.009638554	0.007228916	0
C_trachomatis_RAND_11	-87.4	0	1000	0	0	0	0	0.014925373	0.004975124	0.014925373	0.014925373	0.017412935	0.004975124	0.004975124	0.002487562	0.014925373	0.007462687	0.009950249	0.007462687	0.014925373	0.007462687	0.014925373	0.014925373	0.009950249	0.002487562	0.014925373	0.007462687	0.002487562	0	0.002487562	0.002487562	0.002487562	0	0.004975124	0.002487562	0.009950249	0.007462687	0.007462687	0.012437811	0.007462687	0.004975124	0.009950249	0.019900498	0.007462687	0.007462687	0.007462687	0.019900498	0.009950249	0.004975124	0.019900498	0.002487562	0.004975124	0.007462687	0	0.014925373	0.002487562	0.004975124	0.007462687	0.004975124	0.02238806	0.014925373	0.007462687	0.019900498	0.019900498	0.012437811	0.004975124	0.002487562	0.017412935	0.002487562	0.002487562	0.002487562	0.007462687	0.012437811	0.009950249	0.002487562	0.009950249	0.012437811	0.012437811	0	0.002487562	0	0	0	0	0.002487562	0	0.012437811	0.004975124	0	0	0.002487562	0.002487562	0.002487562	0	0	0.004975124	0.002487562	0.002487562	0.009950249	0.009950249	0.009950249	0.004975124	0.009950249	0	0.017412935	0.004975124	0.002487562	0.014925373	0.009950249	0.007462687	0	0	0.009950249	0.004975124	0.002487562	0.009950249	0.002487562	0.012437811	0	0.004975124	0.002487562	0.019900498	0.012437811	0.002487562	0.012437811	0.002487562	0.004975124	0	0.009950249	0.004975124	0.002487562	0.007462687	0.012437811	0.014925373	0.007462687	0.012437811	0.002487562	0.004975124	0.007462687	0	0.02238806	0.004975124	0.012437811	0
C_trachomatis_RAND_12	-66.8	-423	1000	0	0	0	0	0.012254902	0.007352941	0.017156863	0.022058824	0.00245098	0.004901961	0.004901961	0.007352941	0.017156863	0.004901961	0.009803922	0.007352941	0.012254902	0.012254902	0.017156863	0.004901961	0.00245098	0.00245098	0.009803922	0.00245098	0.007352941	0.004901961	0.007352941	0.009803922	0.004901961	0.00245098	0.007352941	0	0.009803922	0.004901961	0.007352941	0.009803922	0.007352941	0.00245098	0.017156863	0.007352941	0.007352941	0	0	0.012254902	0.004901961	0.004901961	0.009803922	0.009803922	0.00245098	0.014705882	0.007352941	0.012254902	0.004901961	0.014705882	0.017156863	0.007352941	0.014705882	0.004901961	0.017156863	0.014705882	0.00245098	0.012254902	0.017156863	0	0.007352941	0.007352941	0.004901961	0	0	0.007352941	0.007352941	0.007352941	0.014705882	0	0.009803922	0.004901961	0.007352941	0.019607843	0	0.004901961	0.007352941	0.00245098	0.007352941	0.009803922	0.004901961	0.004901961	0.00245098	0.007352941	0.004901961	0.004901961	0	0.009803922	0.009803922	0.007352941	0.00245098	0.007352941	0.007352941	0.004901961	0	0.007352941	0	0.004901961	0.00245098	0.012254902	0.012254902	0.004901961	0.00245098	0.012254902	0.007352941	0	0.019607843	0.004901961	0.017156863	0.00245098	0.004901961	0.007352941	0.004901961	0	0.00245098	0.012254902	0.009803922	0.012254902	0	0.017156863	0.007352941	0.014705882	0	0.007352941	0.004901961	0.007352941	0.017156863	0.004901961	0.012254902	0.00245098	0.007352941	0.007352941	0.00245098	0.004901961	0.00245098	0.00245098	0
C_trachomatis_RAND_13	-9.8	0	1000	0	1	376	1	0.05	0.03	0.05	0.02	0.01	0.02	0	0.01	0.03	0.01	0.02	0.01	0.01	0	0	0.02	0	0	0	0.01	0.03	0	0	0	0	0	0	0	0.01	0	0	0.02	0	0.01	0.02	0.01	0.01	0	0	0.02	0.01	0.02	0	0	0	0.04	0	0.02	0	0	0.02	0	0	0	0.01	0.02	0.01	0	0.02	0	0	0	0.01	0	0.01	0.01	0	0	0.02	0	0.01	0	0.01	0	0	0	0	0	0	0.02	0.01	0.02	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.01	0.01	0.01	0.05	0.01	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0.01	0	0.03	0	0.01	0.01	0.01	0	0.01	0.02	0	0	0
